catalog_id,heuristic,k,published_ndcg5,mine_ndcg5,delta,pass_1e6,pass_print5
synth_attr_many_s0,lambda_hybrid_0.75,3,0.0888600,0.0888637,3.704e-06,False,True
synth_attr_many_s0,pop_global,5,0.2144500,0.2144515,1.519e-06,False,True
synth_attr_many_s0,recency_pop_0.1,5,0.1633600,0.1633604,3.561e-07,True,True
synth_attr_many_s0,recency_pop_0.5,5,0.1870600,0.1870618,1.804e-06,False,True
synth_attr_many_s0,recency_pop_1.0,5,0.1875300,0.1875341,4.065e-06,False,True
synth_attr_many_s0,pop_category,5,0.2004000,0.2004049,4.858e-06,False,True
synth_attr_many_s0,pop_price,5,0.2029700,0.2029706,6.334e-07,True,True
synth_attr_many_s0,content_knn_1,5,0.0063100,0.0063096,-4.493e-07,True,True
synth_attr_many_s0,content_knn_3,5,0.0068100,0.0068116,1.559e-06,False,True
synth_attr_many_s0,content_knn_5,5,0.0060800,0.0060823,2.348e-06,False,True
synth_attr_many_s0,last_item_nbhd,5,0.0063100,0.0063096,-4.493e-07,True,True
synth_attr_many_s0,pop_scaled_content,5,0.1921300,0.1921270,-3.029e-06,False,True
synth_attr_many_s0,co_purchase,5,0.0013700,0.0013668,-3.180e-06,False,True
synth_attr_many_s0,lambda_hybrid_0.25,5,0.1964900,0.1964856,-4.371e-06,False,True
synth_attr_many_s0,lambda_hybrid_0.5,5,0.1454800,0.1454807,7.008e-07,True,True
synth_attr_many_s0,lambda_hybrid_0.75,5,0.0967200,0.0967223,2.253e-06,False,True
synth_attr_many_s0,pop_global,8,0.1717500,0.1717464,-3.596e-06,False,True
synth_attr_many_s0,recency_pop_0.1,8,0.1787700,0.1787655,-4.461e-06,False,True
synth_attr_many_s0,recency_pop_0.5,8,0.1699600,0.1699633,3.325e-06,False,True
synth_attr_many_s0,recency_pop_1.0,8,0.1690400,0.1690416,1.579e-06,False,True
synth_attr_many_s0,pop_category,8,0.1563200,0.1563162,-3.755e-06,False,True
synth_attr_many_s0,pop_price,8,0.1569000,0.1568951,-4.940e-06,False,True
synth_attr_many_s0,content_knn_1,8,0.0063200,0.0063178,-2.207e-06,False,True
synth_attr_many_s0,content_knn_3,8,0.0063600,0.0063649,4.915e-06,False,True
synth_attr_many_s0,content_knn_5,8,0.0062400,0.0062433,3.252e-06,False,True
synth_attr_many_s0,last_item_nbhd,8,0.0059000,0.0059018,1.822e-06,False,True
synth_attr_many_s0,pop_scaled_content,8,0.1508800,0.1508773,-2.739e-06,False,True
synth_attr_many_s0,co_purchase,8,0.0017500,0.0017537,3.688e-06,False,True
synth_attr_many_s0,lambda_hybrid_0.25,8,0.1438900,0.1438919,1.901e-06,False,True
synth_attr_many_s0,lambda_hybrid_0.5,8,0.0736100,0.0736113,1.345e-06,False,True
synth_attr_many_s0,lambda_hybrid_0.75,8,0.0518500,0.0518499,-1.247e-07,True,True
synth_attr_many_s0,HEADROOM,,-0.2020495,-0.2020495,-8.327e-17,True,True
synth_hist_long_s0,pop_global,0,0.2587300,0.2587321,2.081e-06,False,True
synth_hist_long_s0,recency_pop_0.1,0,0.0243300,0.0243271,-2.920e-06,False,True
synth_hist_long_s0,recency_pop_0.5,0,0.0272800,0.0272796,-3.579e-07,True,True
synth_hist_long_s0,recency_pop_1.0,0,0.0272800,0.0272796,-3.579e-07,True,True
synth_hist_long_s0,pop_category,0,0.2033600,0.2033606,5.695e-07,True,True
synth_hist_long_s0,pop_price,0,0.2596100,0.2596086,-1.444e-06,False,True
synth_hist_long_s0,lambda_hybrid_0.25,0,0.2587300,0.2587321,2.081e-06,False,True
synth_hist_long_s0,lambda_hybrid_0.5,0,0.2587300,0.2587321,2.081e-06,False,True
synth_hist_long_s0,lambda_hybrid_0.75,0,0.2587300,0.2587321,2.081e-06,False,True
synth_hist_long_s0,active_elic2,0,0.1260800,0.1260813,1.271e-06,False,True
synth_hist_long_s0,pop_global,1,0.2320700,0.2320713,1.313e-06,False,True
synth_hist_long_s0,recency_pop_0.1,1,0.0168000,0.0167975,-2.522e-06,False,True
synth_hist_long_s0,recency_pop_0.5,1,0.0510700,0.0510733,3.320e-06,False,True
synth_hist_long_s0,recency_pop_1.0,1,0.0557600,0.0557641,4.103e-06,False,True
synth_hist_long_s0,pop_category,1,0.1906700,0.1906744,4.432e-06,False,True
synth_hist_long_s0,pop_price,1,0.2348500,0.2348526,2.580e-06,False,True
synth_hist_long_s0,content_knn_1,1,0.0218000,0.0218011,1.065e-06,False,True
synth_hist_long_s0,content_knn_3,1,0.0218000,0.0218011,1.065e-06,False,True
synth_hist_long_s0,content_knn_5,1,0.0229600,0.0229616,1.623e-06,False,True
synth_hist_long_s0,last_item_nbhd,1,0.0218000,0.0218011,1.065e-06,False,True
synth_hist_long_s0,pop_scaled_content,1,0.1039700,0.1039728,2.797e-06,False,True
synth_hist_long_s0,co_purchase,1,0.0051100,0.0051096,-4.410e-07,True,True
synth_hist_long_s0,lambda_hybrid_0.25,1,0.2248300,0.2248342,4.229e-06,False,True
synth_hist_long_s0,lambda_hybrid_0.5,1,0.1069000,0.1068970,-3.003e-06,False,True
synth_hist_long_s0,lambda_hybrid_0.75,1,0.0659200,0.0659207,6.627e-07,True,True
synth_hist_long_s0,pop_global,2,0.1937200,0.1937211,1.135e-06,False,True
synth_hist_long_s0,recency_pop_0.1,2,0.0369800,0.0369764,-3.641e-06,False,True
synth_hist_long_s0,recency_pop_0.5,2,0.1087300,0.1087318,1.795e-06,False,True
synth_hist_long_s0,recency_pop_1.0,2,0.1151900,0.1151921,2.074e-06,False,True
synth_hist_long_s0,pop_category,2,0.1586100,0.1586095,-5.101e-07,True,True
synth_hist_long_s0,pop_price,2,0.1986800,0.1986845,4.487e-06,False,True
synth_hist_long_s0,content_knn_1,2,0.0154500,0.0154544,4.395e-06,False,True
synth_hist_long_s0,content_knn_3,2,0.0148500,0.0148472,-2.816e-06,False,True
synth_hist_long_s0,content_knn_5,2,0.0150700,0.0150652,-4.780e-06,False,True
synth_hist_long_s0,last_item_nbhd,2,0.0147200,0.0147163,-3.746e-06,False,True
synth_hist_long_s0,pop_scaled_content,2,0.1066600,0.1066643,4.277e-06,False,True
synth_hist_long_s0,co_purchase,2,0.0052000,0.0052026,2.601e-06,False,True
synth_hist_long_s0,lambda_hybrid_0.25,2,0.1860200,0.1860154,-4.566e-06,False,True
synth_hist_long_s0,lambda_hybrid_0.5,2,0.1044200,0.1044153,-4.680e-06,False,True
synth_hist_long_s0,lambda_hybrid_0.75,2,0.0693500,0.0693501,1.001e-07,True,True
synth_hist_long_s0,pop_global,3,0.1819000,0.1819036,3.553e-06,False,True
synth_hist_long_s0,recency_pop_0.1,3,0.0931400,0.0931355,-4.505e-06,False,True
synth_hist_long_s0,recency_pop_0.5,3,0.1193500,0.1193531,3.147e-06,False,True
synth_hist_long_s0,recency_pop_1.0,3,0.1200100,0.1200096,-4.231e-07,True,True
synth_hist_long_s0,pop_category,3,0.1583500,0.1583476,-2.396e-06,False,True
synth_hist_long_s0,pop_price,3,0.1875400,0.1875440,4.007e-06,False,True
synth_hist_long_s0,content_knn_1,3,0.0230900,0.0230854,-4.649e-06,False,True
synth_hist_long_s0,content_knn_3,3,0.0234300,0.0234349,4.858e-06,False,True
synth_hist_long_s0,content_knn_5,3,0.0218200,0.0218217,1.711e-06,False,True
synth_hist_long_s0,last_item_nbhd,3,0.0222600,0.0222601,1.050e-07,True,True
synth_hist_long_s0,pop_scaled_content,3,0.1151900,0.1151943,4.264e-06,False,True
synth_hist_long_s0,co_purchase,3,0.0026700,0.0026665,-3.505e-06,False,True
synth_hist_long_s0,lambda_hybrid_0.25,3,0.1802300,0.1802306,5.794e-07,True,True
synth_hist_long_s0,lambda_hybrid_0.5,3,0.1060000,0.1060019,1.912e-06,False,True
synth_hist_long_s0,lambda_hybrid_0.75,3,0.0764500,0.0764527,2.667e-06,False,True
synth_hist_long_s0,pop_global,5,0.1485000,0.1485007,6.982e-07,True,True
synth_hist_long_s0,recency_pop_0.1,5,0.0778600,0.0778638,3.754e-06,False,True
synth_hist_long_s0,recency_pop_0.5,5,0.0903000,0.0902998,-2.016e-07,True,True
synth_hist_long_s0,recency_pop_1.0,5,0.0936300,0.0936251,-4.928e-06,False,True
synth_hist_long_s0,pop_category,5,0.1377000,0.1377021,2.060e-06,False,True
synth_hist_long_s0,pop_price,5,0.1583500,0.1583527,2.735e-06,False,True
synth_hist_long_s0,content_knn_1,5,0.0177100,0.0177121,2.125e-06,False,True
synth_hist_long_s0,content_knn_3,5,0.0171000,0.0170990,-1.022e-06,False,True
synth_hist_long_s0,content_knn_5,5,0.0154000,0.0153987,-1.275e-06,False,True
synth_hist_long_s0,last_item_nbhd,5,0.0172900,0.0172856,-4.422e-06,False,True
synth_hist_long_s0,pop_scaled_content,5,0.1026300,0.1026285,-1.472e-06,False,True
synth_hist_long_s0,co_purchase,5,0.0022000,0.0022044,4.382e-06,False,True
synth_hist_long_s0,lambda_hybrid_0.25,5,0.1495600,0.1495618,1.763e-06,False,True
synth_hist_long_s0,lambda_hybrid_0.5,5,0.0980300,0.0980332,3.164e-06,False,True
synth_hist_long_s0,lambda_hybrid_0.75,5,0.0600500,0.0600545,4.482e-06,False,True
synth_hist_long_s0,pop_global,8,0.1338100,0.1338064,-3.619e-06,False,True
synth_hist_long_s0,recency_pop_0.1,8,0.0684600,0.0684579,-2.148e-06,False,True
synth_hist_long_s0,recency_pop_0.5,8,0.0800000,0.0800042,4.207e-06,False,True
synth_hist_long_s0,recency_pop_1.0,8,0.0835700,0.0835699,-5.736e-08,True,True
synth_hist_long_s0,pop_category,8,0.1066200,0.1066215,1.536e-06,False,True
synth_hist_long_s0,pop_price,8,0.1320400,0.1320386,-1.414e-06,False,True
synth_hist_long_s0,content_knn_1,8,0.0151900,0.0151884,-1.594e-06,False,True
synth_hist_long_s0,content_knn_3,8,0.0166200,0.0166191,-9.170e-07,True,True
synth_hist_long_s0,content_knn_5,8,0.0141200,0.0141191,-9.170e-07,True,True
synth_hist_long_s0,last_item_nbhd,8,0.0177500,0.0177500,1.272e-08,True,True
synth_hist_long_s0,pop_scaled_content,8,0.0828700,0.0828720,2.038e-06,False,True
synth_hist_long_s0,co_purchase,8,0.0045900,0.0045912,1.235e-06,False,True
synth_hist_long_s0,lambda_hybrid_0.25,8,0.1247100,0.1247062,-3.837e-06,False,True
synth_hist_long_s0,lambda_hybrid_0.5,8,0.0789900,0.0789941,4.141e-06,False,True
synth_hist_long_s0,lambda_hybrid_0.75,8,0.0519900,0.0519928,2.849e-06,False,True
synth_hist_long_s0,HEADROOM,,-0.1637111,-0.1637111,-2.776e-17,True,True
synth_hist_short_s0,pop_global,0,0.2688800,0.2688779,-2.071e-06,False,True
synth_hist_short_s0,recency_pop_0.1,0,0.0430900,0.0430895,-5.470e-07,True,True
synth_hist_short_s0,recency_pop_0.5,0,0.1023700,0.1023681,-1.880e-06,False,True
synth_hist_short_s0,recency_pop_1.0,0,0.1096900,0.1096896,-3.786e-07,True,True
synth_hist_short_s0,pop_category,0,0.2365200,0.2365166,-3.362e-06,False,True
synth_hist_short_s0,pop_price,0,0.2703700,0.2703679,-2.063e-06,False,True
synth_hist_short_s0,lambda_hybrid_0.25,0,0.2688800,0.2688779,-2.071e-06,False,True
synth_hist_short_s0,lambda_hybrid_0.5,0,0.2688800,0.2688779,-2.071e-06,False,True
synth_hist_short_s0,lambda_hybrid_0.75,0,0.2688800,0.2688779,-2.071e-06,False,True
synth_hist_short_s0,active_elic2,0,0.1392400,0.1392407,6.903e-07,True,True
synth_hist_short_s0,pop_global,1,0.2084600,0.2084594,-5.681e-07,True,True
synth_hist_short_s0,recency_pop_0.1,1,0.1346600,0.1346588,-1.171e-06,False,True
synth_hist_short_s0,recency_pop_0.5,1,0.1456100,0.1456120,1.960e-06,False,True
synth_hist_short_s0,recency_pop_1.0,1,0.1477200,0.1477246,4.565e-06,False,True
synth_hist_short_s0,pop_category,1,0.1855800,0.1855794,-6.294e-07,True,True
synth_hist_short_s0,pop_price,1,0.2148000,0.2147993,-7.426e-07,True,True
synth_hist_short_s0,content_knn_1,1,0.0182400,0.0182400,2.183e-10,True,True
synth_hist_short_s0,content_knn_3,1,0.0182400,0.0182400,2.183e-10,True,True
synth_hist_short_s0,content_knn_5,1,0.0194000,0.0194006,5.586e-07,True,True
synth_hist_short_s0,last_item_nbhd,1,0.0182400,0.0182400,2.183e-10,True,True
synth_hist_short_s0,pop_scaled_content,1,0.0981900,0.0981950,4.963e-06,False,True
synth_hist_short_s0,co_purchase,1,0.0075700,0.0075717,1.672e-06,False,True
synth_hist_short_s0,lambda_hybrid_0.25,1,0.1911100,0.1911056,-4.386e-06,False,True
synth_hist_short_s0,lambda_hybrid_0.5,1,0.0886900,0.0886854,-4.588e-06,False,True
synth_hist_short_s0,lambda_hybrid_0.75,1,0.0560100,0.0560071,-2.930e-06,False,True
synth_hist_short_s0,pop_global,2,0.1861300,0.1861346,4.569e-06,False,True
synth_hist_short_s0,recency_pop_0.1,2,0.1302100,0.1302146,4.579e-06,False,True
synth_hist_short_s0,recency_pop_0.5,2,0.1472900,0.1472927,2.701e-06,False,True
synth_hist_short_s0,recency_pop_1.0,2,0.1481000,0.1480997,-3.490e-07,True,True
synth_hist_short_s0,pop_category,2,0.1653100,0.1653108,7.986e-07,True,True
synth_hist_short_s0,pop_price,2,0.1896100,0.1896085,-1.472e-06,False,True
synth_hist_short_s0,content_knn_1,2,0.0206000,0.0205995,-4.803e-07,True,True
synth_hist_short_s0,content_knn_3,2,0.0243000,0.0243021,2.121e-06,False,True
synth_hist_short_s0,content_knn_5,2,0.0214500,0.0214508,8.335e-07,True,True
synth_hist_short_s0,last_item_nbhd,2,0.0236900,0.0236890,-1.026e-06,False,True
synth_hist_short_s0,pop_scaled_content,2,0.1105000,0.1105018,1.754e-06,False,True
synth_hist_short_s0,co_purchase,2,0.0040300,0.0040278,-2.152e-06,False,True
synth_hist_short_s0,lambda_hybrid_0.25,2,0.1687800,0.1687816,1.632e-06,False,True
synth_hist_short_s0,lambda_hybrid_0.5,2,0.1014000,0.1013981,-1.921e-06,False,True
synth_hist_short_s0,lambda_hybrid_0.75,2,0.0764700,0.0764674,-2.624e-06,False,True
synth_hist_short_s0,pop_global,3,0.1490800,0.1490780,-1.966e-06,False,True
synth_hist_short_s0,recency_pop_0.1,3,0.1309500,0.1309476,-2.399e-06,False,True
synth_hist_short_s0,recency_pop_0.5,3,0.1418000,0.1417988,-1.179e-06,False,True
synth_hist_short_s0,recency_pop_1.0,3,0.1420100,0.1420073,-2.670e-06,False,True
synth_hist_short_s0,pop_category,3,0.1340700,0.1340747,4.660e-06,False,True
synth_hist_short_s0,pop_price,3,0.1530900,0.1530872,-2.816e-06,False,True
synth_hist_short_s0,content_knn_1,3,0.0180100,0.0180100,-3.460e-08,True,True
synth_hist_short_s0,content_knn_3,3,0.0197200,0.0197220,2.024e-06,False,True
synth_hist_short_s0,content_knn_5,3,0.0206000,0.0206036,3.608e-06,False,True
synth_hist_short_s0,last_item_nbhd,3,0.0189500,0.0189494,-6.417e-07,True,True
synth_hist_short_s0,pop_scaled_content,3,0.1186800,0.1186834,3.420e-06,False,True
synth_hist_short_s0,co_purchase,3,0.0027500,0.0027548,4.768e-06,False,True
synth_hist_short_s0,lambda_hybrid_0.25,3,0.1394900,0.1394912,1.249e-06,False,True
synth_hist_short_s0,lambda_hybrid_0.5,3,0.1057400,0.1057449,4.905e-06,False,True
synth_hist_short_s0,lambda_hybrid_0.75,3,0.0759600,0.0759555,-4.469e-06,False,True
synth_hist_short_s0,pop_global,5,0.1416000,0.1416037,3.678e-06,False,True
synth_hist_short_s0,recency_pop_0.1,5,0.1456400,0.1456373,-2.740e-06,False,True
synth_hist_short_s0,recency_pop_0.5,5,0.1574100,0.1574105,5.260e-07,True,True
synth_hist_short_s0,recency_pop_1.0,5,0.1481500,0.1481473,-2.662e-06,False,True
synth_hist_short_s0,pop_category,5,0.1096400,0.1096386,-1.387e-06,False,True
synth_hist_short_s0,pop_price,5,0.1410200,0.1410205,5.274e-07,True,True
synth_hist_short_s0,content_knn_1,5,0.0137000,0.0136962,-3.793e-06,False,True
synth_hist_short_s0,content_knn_3,5,0.0147900,0.0147857,-4.293e-06,False,True
synth_hist_short_s0,content_knn_5,5,0.0141400,0.0141401,1.295e-07,True,True
synth_hist_short_s0,last_item_nbhd,5,0.0154000,0.0154000,-4.285e-08,True,True
synth_hist_short_s0,pop_scaled_content,5,0.0999900,0.0999897,-3.190e-07,True,True
synth_hist_short_s0,co_purchase,5,0.0056500,0.0056476,-2.369e-06,False,True
synth_hist_short_s0,lambda_hybrid_0.25,5,0.1238100,0.1238058,-4.179e-06,False,True
synth_hist_short_s0,lambda_hybrid_0.5,5,0.0842300,0.0842316,1.631e-06,False,True
synth_hist_short_s0,lambda_hybrid_0.75,5,0.0587300,0.0587294,-6.281e-07,True,True
synth_hist_short_s0,pop_global,8,0.1032900,0.1032943,4.306e-06,False,True
synth_hist_short_s0,recency_pop_0.1,8,0.1419300,0.1419321,2.125e-06,False,True
synth_hist_short_s0,recency_pop_0.5,8,0.1321900,0.1321932,3.175e-06,False,True
synth_hist_short_s0,recency_pop_1.0,8,0.1150300,0.1150283,-1.652e-06,False,True
synth_hist_short_s0,pop_category,8,0.0753900,0.0753888,-1.248e-06,False,True
synth_hist_short_s0,pop_price,8,0.0948700,0.0948737,3.716e-06,False,True
synth_hist_short_s0,content_knn_1,8,0.0062100,0.0062144,4.363e-06,False,True
synth_hist_short_s0,content_knn_3,8,0.0062100,0.0062144,4.363e-06,False,True
synth_hist_short_s0,content_knn_5,8,0.0030600,0.0030568,-3.192e-06,False,True
synth_hist_short_s0,last_item_nbhd,8,0.0062600,0.0062595,-5.034e-07,True,True
synth_hist_short_s0,pop_scaled_content,8,0.0790600,0.0790591,-9.156e-07,True,True
synth_hist_short_s0,co_purchase,8,0.0084200,0.0084201,1.253e-07,True,True
synth_hist_short_s0,lambda_hybrid_0.25,8,0.0904500,0.0904517,1.711e-06,False,True
synth_hist_short_s0,lambda_hybrid_0.5,8,0.0689100,0.0689068,-3.198e-06,False,True
synth_hist_short_s0,lambda_hybrid_0.75,8,0.0445500,0.0445471,-2.876e-06,False,True
synth_hist_short_s0,HEADROOM,,-0.1540082,-0.1540082,-2.776e-17,True,True
synth_stick_low_s0,pop_global,0,0.2812300,0.2812280,-2.022e-06,False,True
synth_stick_low_s0,recency_pop_0.1,0,0.0219200,0.0219224,2.418e-06,False,True
synth_stick_low_s0,recency_pop_0.5,0,0.0237300,0.0237328,2.772e-06,False,True
synth_stick_low_s0,recency_pop_1.0,0,0.0281900,0.0281884,-1.594e-06,False,True
synth_stick_low_s0,pop_category,0,0.2211900,0.2211927,2.733e-06,False,True
synth_stick_low_s0,pop_price,0,0.2821000,0.2821045,4.453e-06,False,True
synth_stick_low_s0,lambda_hybrid_0.25,0,0.2812300,0.2812280,-2.022e-06,False,True
synth_stick_low_s0,lambda_hybrid_0.5,0,0.2812300,0.2812280,-2.022e-06,False,True
synth_stick_low_s0,lambda_hybrid_0.75,0,0.2812300,0.2812280,-2.022e-06,False,True
synth_stick_low_s0,active_elic2,0,0.1306700,0.1306680,-2.007e-06,False,True
synth_stick_low_s0,pop_global,1,0.2259500,0.2259494,-5.806e-07,True,True
synth_stick_low_s0,recency_pop_0.1,1,0.0652700,0.0652682,-1.795e-06,False,True
synth_stick_low_s0,recency_pop_0.5,1,0.1280700,0.1280693,-7.021e-07,True,True
synth_stick_low_s0,recency_pop_1.0,1,0.1333900,0.1333870,-2.989e-06,False,True
synth_stick_low_s0,pop_category,1,0.1928700,0.1928714,1.429e-06,False,True
synth_stick_low_s0,pop_price,1,0.2269400,0.2269422,2.244e-06,False,True
synth_stick_low_s0,content_knn_1,1,0.0191700,0.0191743,4.265e-06,False,True
synth_stick_low_s0,content_knn_3,1,0.0206700,0.0206743,4.265e-06,False,True
synth_stick_low_s0,content_knn_5,1,0.0211500,0.0211524,2.353e-06,False,True
synth_stick_low_s0,last_item_nbhd,1,0.0199500,0.0199480,-2.029e-06,False,True
synth_stick_low_s0,pop_scaled_content,1,0.0992700,0.0992738,3.810e-06,False,True
synth_stick_low_s0,co_purchase,1,0.0034000,0.0034046,4.635e-06,False,True
synth_stick_low_s0,lambda_hybrid_0.25,1,0.2073700,0.2073693,-6.933e-07,True,True
synth_stick_low_s0,lambda_hybrid_0.5,1,0.1058500,0.1058525,2.475e-06,False,True
synth_stick_low_s0,lambda_hybrid_0.75,1,0.0621400,0.0621416,1.562e-06,False,True
synth_stick_low_s0,pop_global,2,0.1944700,0.1944683,-1.742e-06,False,True
synth_stick_low_s0,recency_pop_0.1,2,0.1118000,0.1117968,-3.221e-06,False,True
synth_stick_low_s0,recency_pop_0.5,2,0.1154100,0.1154065,-3.505e-06,False,True
synth_stick_low_s0,recency_pop_1.0,2,0.1158600,0.1158627,2.698e-06,False,True
synth_stick_low_s0,pop_category,2,0.1699000,0.1698979,-2.121e-06,False,True
synth_stick_low_s0,pop_price,2,0.1954300,0.1954309,9.117e-07,True,True
synth_stick_low_s0,content_knn_1,2,0.0168900,0.0168928,2.789e-06,False,True
synth_stick_low_s0,content_knn_3,2,0.0153400,0.0153371,-2.881e-06,False,True
synth_stick_low_s0,content_knn_5,2,0.0133500,0.0133508,7.723e-07,True,True
synth_stick_low_s0,last_item_nbhd,2,0.0150200,0.0150237,3.718e-06,False,True
synth_stick_low_s0,pop_scaled_content,2,0.1129500,0.1129461,-3.916e-06,False,True
synth_stick_low_s0,co_purchase,2,0.0047800,0.0047838,3.771e-06,False,True
synth_stick_low_s0,lambda_hybrid_0.25,2,0.1796500,0.1796548,4.832e-06,False,True
synth_stick_low_s0,lambda_hybrid_0.5,2,0.1090100,0.1090084,-1.584e-06,False,True
synth_stick_low_s0,lambda_hybrid_0.75,2,0.0733000,0.0732962,-3.763e-06,False,True
synth_stick_low_s0,pop_global,3,0.1843100,0.1843059,-4.053e-06,False,True
synth_stick_low_s0,recency_pop_0.1,3,0.0923200,0.0923204,4.471e-07,True,True
synth_stick_low_s0,recency_pop_0.5,3,0.1001500,0.1001523,2.286e-06,False,True
synth_stick_low_s0,recency_pop_1.0,3,0.1009900,0.1009856,-4.432e-06,False,True
synth_stick_low_s0,pop_category,3,0.1545500,0.1545499,-1.022e-07,True,True
synth_stick_low_s0,pop_price,3,0.1854100,0.1854084,-1.650e-06,False,True
synth_stick_low_s0,content_knn_1,3,0.0131700,0.0131719,1.950e-06,False,True
synth_stick_low_s0,content_knn_3,3,0.0140700,0.0140656,-4.367e-06,False,True
synth_stick_low_s0,content_knn_5,3,0.0109400,0.0109434,3.427e-06,False,True
synth_stick_low_s0,last_item_nbhd,3,0.0118000,0.0118015,1.509e-06,False,True
synth_stick_low_s0,pop_scaled_content,3,0.1137900,0.1137905,4.821e-07,True,True
synth_stick_low_s0,co_purchase,3,0.0039000,0.0038967,-3.314e-06,False,True
synth_stick_low_s0,lambda_hybrid_0.25,3,0.1624900,0.1624885,-1.515e-06,False,True
synth_stick_low_s0,lambda_hybrid_0.5,3,0.1076700,0.1076699,-7.777e-08,True,True
synth_stick_low_s0,lambda_hybrid_0.75,3,0.0716300,0.0716256,-4.433e-06,False,True
synth_stick_low_s0,pop_global,5,0.1760800,0.1760793,-6.506e-07,True,True
synth_stick_low_s0,recency_pop_0.1,5,0.1316200,0.1316184,-1.619e-06,False,True
synth_stick_low_s0,recency_pop_0.5,5,0.1454700,0.1454665,-3.472e-06,False,True
synth_stick_low_s0,recency_pop_1.0,5,0.1470900,0.1470874,-2.576e-06,False,True
synth_stick_low_s0,pop_category,5,0.1519700,0.1519730,3.016e-06,False,True
synth_stick_low_s0,pop_price,5,0.1771400,0.1771351,-4.914e-06,False,True
synth_stick_low_s0,content_knn_1,5,0.0218900,0.0218873,-2.678e-06,False,True
synth_stick_low_s0,content_knn_3,5,0.0223900,0.0223893,-6.698e-07,True,True
synth_stick_low_s0,content_knn_5,5,0.0210000,0.0209969,-3.092e-06,False,True
synth_stick_low_s0,last_item_nbhd,5,0.0213900,0.0213853,-4.686e-06,False,True
synth_stick_low_s0,pop_scaled_content,5,0.1207800,0.1207792,-7.775e-07,True,True
synth_stick_low_s0,co_purchase,5,0.0017800,0.0017808,8.289e-07,True,True
synth_stick_low_s0,lambda_hybrid_0.25,5,0.1681200,0.1681245,4.518e-06,False,True
synth_stick_low_s0,lambda_hybrid_0.5,5,0.1198800,0.1198766,-3.444e-06,False,True
synth_stick_low_s0,lambda_hybrid_0.75,5,0.0702800,0.0702812,1.203e-06,False,True
synth_stick_low_s0,pop_global,8,0.1302900,0.1302921,2.099e-06,False,True
synth_stick_low_s0,recency_pop_0.1,8,0.1363500,0.1363548,4.805e-06,False,True
synth_stick_low_s0,recency_pop_0.5,8,0.1331100,0.1331141,4.091e-06,False,True
synth_stick_low_s0,recency_pop_1.0,8,0.1310900,0.1310941,4.097e-06,False,True
synth_stick_low_s0,pop_category,8,0.1145100,0.1145136,3.575e-06,False,True
synth_stick_low_s0,pop_price,8,0.1205700,0.1205683,-1.691e-06,False,True
synth_stick_low_s0,content_knn_1,8,0.0128200,0.0128204,3.865e-07,True,True
synth_stick_low_s0,content_knn_3,8,0.0146300,0.0146256,-4.364e-06,False,True
synth_stick_low_s0,content_knn_5,8,0.0157200,0.0157200,2.631e-08,True,True
synth_stick_low_s0,last_item_nbhd,8,0.0137500,0.0137466,-3.427e-06,False,True
synth_stick_low_s0,pop_scaled_content,8,0.0954900,0.0954918,1.840e-06,False,True
synth_stick_low_s0,co_purchase,8,0.0039400,0.0039361,-3.916e-06,False,True
synth_stick_low_s0,lambda_hybrid_0.25,8,0.1146300,0.1146314,1.352e-06,False,True
synth_stick_low_s0,lambda_hybrid_0.5,8,0.0829700,0.0829696,-3.807e-07,True,True
synth_stick_low_s0,lambda_hybrid_0.75,8,0.0474300,0.0474341,4.129e-06,False,True
synth_stick_low_s0,HEADROOM,,-0.1668504,-0.1668504,-5.551e-17,True,True
synth_tstat_s0,pop_global,0,0.2790200,0.2790226,2.584e-06,False,True
synth_tstat_s0,recency_pop_0.1,0,0.0384300,0.0384343,4.291e-06,False,True
synth_tstat_s0,recency_pop_0.5,0,0.0739200,0.0739233,3.301e-06,False,True
synth_tstat_s0,recency_pop_1.0,0,0.0752600,0.0752609,9.353e-07,True,True
synth_tstat_s0,pop_category,0,0.2677600,0.2677593,-7.422e-07,True,True
synth_tstat_s0,pop_price,0,0.2790200,0.2790226,2.584e-06,False,True
synth_tstat_s0,lambda_hybrid_0.25,0,0.2790200,0.2790226,2.584e-06,False,True
synth_tstat_s0,lambda_hybrid_0.5,0,0.2790200,0.2790226,2.584e-06,False,True
synth_tstat_s0,lambda_hybrid_0.75,0,0.2790200,0.2790226,2.584e-06,False,True
synth_tstat_s0,active_elic2,0,0.1556300,0.1556275,-2.503e-06,False,True
synth_tstat_s0,pop_global,1,0.2498400,0.2498397,-2.972e-07,True,True
synth_tstat_s0,recency_pop_0.1,1,0.0914000,0.0913989,-1.116e-06,False,True
synth_tstat_s0,recency_pop_0.5,1,0.1502200,0.1502217,1.703e-06,False,True
synth_tstat_s0,recency_pop_1.0,1,0.1525700,0.1525712,1.183e-06,False,True
synth_tstat_s0,pop_category,1,0.2347000,0.2347046,4.644e-06,False,True
synth_tstat_s0,pop_price,1,0.2494500,0.2494529,2.850e-06,False,True
synth_tstat_s0,content_knn_1,1,0.0220000,0.0219995,-4.625e-07,True,True
synth_tstat_s0,content_knn_3,1,0.0220000,0.0219995,-4.625e-07,True,True
synth_tstat_s0,content_knn_5,1,0.0233500,0.0233467,-3.304e-06,False,True
