catalog_id,heuristic,k,published_ndcg5,mine_ndcg5,delta,pass_1e6,pass_print5
olist_furniture_decor,pop_category,8,0.0000000,0.0000000,0.000e+00,True,True
olist_furniture_decor,pop_price,8,0.0000000,0.0000000,0.000e+00,True,True
olist_furniture_decor,content_knn_1,8,0.0000000,0.0000000,0.000e+00,True,True
olist_furniture_decor,content_knn_3,8,0.0000000,0.0000000,0.000e+00,True,True
olist_furniture_decor,content_knn_5,8,0.0000000,0.0000000,0.000e+00,True,True
olist_furniture_decor,last_item_nbhd,8,0.0000000,0.0000000,0.000e+00,True,True
olist_furniture_decor,pop_scaled_content,8,0.0000000,0.0000000,0.000e+00,True,True
olist_furniture_decor,co_purchase,8,0.0000000,0.0000000,0.000e+00,True,True
olist_furniture_decor,lambda_hybrid_0.25,8,0.0000000,0.0000000,0.000e+00,True,True
olist_furniture_decor,lambda_hybrid_0.5,8,0.0000000,0.0000000,0.000e+00,True,True
olist_furniture_decor,lambda_hybrid_0.75,8,0.0000000,0.0000000,0.000e+00,True,True
olist_furniture_decor,HEADROOM,,0.0003230,0.0003230,7.817e-17,True,True
synth_attr_hetero_s0,pop_global,0,0.2348900,0.2348899,-1.383e-07,True,True
synth_attr_hetero_s0,recency_pop_0.1,0,0.0235400,0.0235397,-3.059e-07,True,True
synth_attr_hetero_s0,recency_pop_0.5,0,0.0634100,0.0634108,8.325e-07,True,True
synth_attr_hetero_s0,recency_pop_1.0,0,0.0713500,0.0713467,-3.251e-06,False,True
synth_attr_hetero_s0,pop_category,0,0.1869600,0.1869615,1.529e-06,False,True
synth_attr_hetero_s0,pop_price,0,0.2348900,0.2348899,-1.383e-07,True,True
synth_attr_hetero_s0,lambda_hybrid_0.25,0,0.2348900,0.2348899,-1.383e-07,True,True
synth_attr_hetero_s0,lambda_hybrid_0.5,0,0.2348900,0.2348899,-1.383e-07,True,True
synth_attr_hetero_s0,lambda_hybrid_0.75,0,0.2348900,0.2348899,-1.383e-07,True,True
synth_attr_hetero_s0,active_elic2,0,0.1072600,0.1072610,1.012e-06,False,True
synth_attr_hetero_s0,pop_global,1,0.2498000,0.2498043,4.258e-06,False,True
synth_attr_hetero_s0,recency_pop_0.1,1,0.1033900,0.1033858,-4.152e-06,False,True
synth_attr_hetero_s0,recency_pop_0.5,1,0.1633700,0.1633686,-1.392e-06,False,True
synth_attr_hetero_s0,recency_pop_1.0,1,0.1639100,0.1639124,2.432e-06,False,True
synth_attr_hetero_s0,pop_category,1,0.2125200,0.2125172,-2.775e-06,False,True
synth_attr_hetero_s0,pop_price,1,0.2455500,0.2455489,-1.123e-06,False,True
synth_attr_hetero_s0,content_knn_1,1,0.0069200,0.0069230,2.959e-06,False,True
synth_attr_hetero_s0,content_knn_3,1,0.0115100,0.0115070,-2.981e-06,False,True
synth_attr_hetero_s0,content_knn_5,1,0.0100300,0.0100325,2.518e-06,False,True
synth_attr_hetero_s0,last_item_nbhd,1,0.0089000,0.0089016,1.589e-06,False,True
synth_attr_hetero_s0,pop_scaled_content,1,0.0896000,0.0896043,4.269e-06,False,True
synth_attr_hetero_s0,co_purchase,1,0.0081200,0.0081232,3.213e-06,False,True
synth_attr_hetero_s0,lambda_hybrid_0.25,1,0.2347100,0.2347065,-3.453e-06,False,True
synth_attr_hetero_s0,lambda_hybrid_0.5,1,0.0915600,0.0915592,-8.205e-07,True,True
synth_attr_hetero_s0,lambda_hybrid_0.75,1,0.0513900,0.0513874,-2.553e-06,False,True
synth_attr_hetero_s0,pop_global,2,0.2298000,0.2298032,3.202e-06,False,True
synth_attr_hetero_s0,recency_pop_0.1,2,0.1411500,0.1411547,4.727e-06,False,True
synth_attr_hetero_s0,recency_pop_0.5,2,0.1486700,0.1486748,4.832e-06,False,True
synth_attr_hetero_s0,recency_pop_1.0,2,0.1498500,0.1498496,-4.146e-07,True,True
synth_attr_hetero_s0,pop_category,2,0.2003900,0.2003853,-4.692e-06,False,True
synth_attr_hetero_s0,pop_price,2,0.2277800,0.2277813,1.291e-06,False,True
synth_attr_hetero_s0,content_knn_1,2,0.0066000,0.0065972,-2.829e-06,False,True
synth_attr_hetero_s0,content_knn_3,2,0.0088100,0.0088098,-1.878e-07,True,True
synth_attr_hetero_s0,content_knn_5,2,0.0056800,0.0056789,-1.118e-06,False,True
synth_attr_hetero_s0,last_item_nbhd,2,0.0070700,0.0070657,-4.265e-06,False,True
synth_attr_hetero_s0,pop_scaled_content,2,0.1335300,0.1335273,-2.719e-06,False,True
synth_attr_hetero_s0,co_purchase,2,0.0033600,0.0033614,1.353e-06,False,True
synth_attr_hetero_s0,lambda_hybrid_0.25,2,0.2121200,0.2121214,1.431e-06,False,True
synth_attr_hetero_s0,lambda_hybrid_0.5,2,0.1085800,0.1085789,-1.074e-06,False,True
synth_attr_hetero_s0,lambda_hybrid_0.75,2,0.0562000,0.0561973,-2.741e-06,False,True
synth_attr_hetero_s0,pop_global,3,0.2038600,0.2038640,3.959e-06,False,True
synth_attr_hetero_s0,recency_pop_0.1,3,0.1107200,0.1107234,3.407e-06,False,True
synth_attr_hetero_s0,recency_pop_0.5,3,0.1172400,0.1172405,5.315e-07,True,True
synth_attr_hetero_s0,recency_pop_1.0,3,0.1193200,0.1193155,-4.483e-06,False,True
synth_attr_hetero_s0,pop_category,3,0.1846800,0.1846797,-3.475e-07,True,True
synth_attr_hetero_s0,pop_price,3,0.2028600,0.2028594,-6.329e-07,True,True
synth_attr_hetero_s0,content_knn_1,3,0.0144700,0.0144653,-4.727e-06,False,True
synth_attr_hetero_s0,content_knn_3,3,0.0110200,0.0110211,1.087e-06,False,True
synth_attr_hetero_s0,content_knn_5,3,0.0107500,0.0107512,1.240e-06,False,True
synth_attr_hetero_s0,last_item_nbhd,3,0.0130800,0.0130848,4.756e-06,False,True
synth_attr_hetero_s0,pop_scaled_content,3,0.1336700,0.1336650,-4.953e-06,False,True
synth_attr_hetero_s0,co_purchase,3,0.0032500,0.0032515,1.457e-06,False,True
synth_attr_hetero_s0,lambda_hybrid_0.25,3,0.1915500,0.1915501,9.303e-08,True,True
synth_attr_hetero_s0,lambda_hybrid_0.5,3,0.1125600,0.1125588,-1.173e-06,False,True
synth_attr_hetero_s0,lambda_hybrid_0.75,3,0.0584800,0.0584820,2.035e-06,False,True
synth_attr_hetero_s0,pop_global,5,0.2308100,0.2308068,-3.220e-06,False,True
synth_attr_hetero_s0,recency_pop_0.1,5,0.1351200,0.1351236,3.576e-06,False,True
