catalog_id,k,heuristic,ndcg5,ci_lo,ci_hi
phi_V100_EHIGH_z0.5_p0.5_s1,1,last_item_nbhd,0.047292,0.037997,0.056223
phi_V100_EHIGH_z0.5_p0.5_s1,1,pop_scaled_content,0.375887,0.349722,0.402696
phi_V100_EHIGH_z0.5_p0.5_s1,1,co_purchase,0.010589,0.005340,0.016260
phi_V100_EHIGH_z0.5_p0.5_s1,1,lambda_hybrid_0.25,0.399390,0.370920,0.425875
phi_V100_EHIGH_z0.5_p0.5_s1,1,lambda_hybrid_0.5,0.314902,0.287814,0.343202
phi_V100_EHIGH_z0.5_p0.5_s1,1,lambda_hybrid_0.75,0.100506,0.083454,0.117619
phi_V100_EHIGH_z0.5_p0.5_s1,2,pop_global,0.304858,0.280016,0.331089
phi_V100_EHIGH_z0.5_p0.5_s1,2,recency_pop_0.1,0.097284,0.081864,0.113080
phi_V100_EHIGH_z0.5_p0.5_s1,2,recency_pop_0.5,0.171334,0.146983,0.193425
phi_V100_EHIGH_z0.5_p0.5_s1,2,recency_pop_1.0,0.173590,0.152759,0.195712
phi_V100_EHIGH_z0.5_p0.5_s1,2,pop_category,0.300515,0.277267,0.326121
phi_V100_EHIGH_z0.5_p0.5_s1,2,pop_price,0.287080,0.262802,0.310782
phi_V100_EHIGH_z0.5_p0.5_s1,2,content_knn_1,0.028468,0.021706,0.035877
phi_V100_EHIGH_z0.5_p0.5_s1,2,content_knn_3,0.048000,0.038394,0.057389
phi_V100_EHIGH_z0.5_p0.5_s1,2,content_knn_5,0.030791,0.023434,0.038263
phi_V100_EHIGH_z0.5_p0.5_s1,2,last_item_nbhd,0.035712,0.027922,0.044508
phi_V100_EHIGH_z0.5_p0.5_s1,2,pop_scaled_content,0.282807,0.259965,0.309119
phi_V100_EHIGH_z0.5_p0.5_s1,2,co_purchase,0.001387,0.000000,0.004000
phi_V100_EHIGH_z0.5_p0.5_s1,2,lambda_hybrid_0.25,0.263099,0.239267,0.290240
phi_V100_EHIGH_z0.5_p0.5_s1,2,lambda_hybrid_0.5,0.227589,0.204986,0.252078
phi_V100_EHIGH_z0.5_p0.5_s1,2,lambda_hybrid_0.75,0.134708,0.115210,0.157007
phi_V100_EHIGH_z0.5_p0.5_s1,3,pop_global,0.255728,0.232442,0.280159
phi_V100_EHIGH_z0.5_p0.5_s1,3,recency_pop_0.1,0.111515,0.094546,0.128250
phi_V100_EHIGH_z0.5_p0.5_s1,3,recency_pop_0.5,0.138277,0.118941,0.159250
phi_V100_EHIGH_z0.5_p0.5_s1,3,recency_pop_1.0,0.142759,0.121529,0.166368
phi_V100_EHIGH_z0.5_p0.5_s1,3,pop_category,0.246769,0.223351,0.271153
phi_V100_EHIGH_z0.5_p0.5_s1,3,pop_price,0.240670,0.215988,0.265131
phi_V100_EHIGH_z0.5_p0.5_s1,3,content_knn_1,0.030881,0.023746,0.039372
phi_V100_EHIGH_z0.5_p0.5_s1,3,content_knn_3,0.038162,0.029940,0.046936
phi_V100_EHIGH_z0.5_p0.5_s1,3,content_knn_5,0.034708,0.026463,0.042999
phi_V100_EHIGH_z0.5_p0.5_s1,3,last_item_nbhd,0.034136,0.026280,0.041743
phi_V100_EHIGH_z0.5_p0.5_s1,3,pop_scaled_content,0.230671,0.207377,0.255330
phi_V100_EHIGH_z0.5_p0.5_s1,3,co_purchase,0.008999,0.004603,0.014520
phi_V100_EHIGH_z0.5_p0.5_s1,3,lambda_hybrid_0.25,0.206466,0.184583,0.231089
phi_V100_EHIGH_z0.5_p0.5_s1,3,lambda_hybrid_0.5,0.158480,0.138461,0.177404
phi_V100_EHIGH_z0.5_p0.5_s1,3,lambda_hybrid_0.75,0.086681,0.070234,0.103556
phi_V100_EHIGH_z0.5_p0.5_s1,5,pop_global,0.180826,0.159819,0.202601
phi_V100_EHIGH_z0.5_p0.5_s1,5,recency_pop_0.1,0.111866,0.094178,0.129887
phi_V100_EHIGH_z0.5_p0.5_s1,5,recency_pop_0.5,0.126662,0.108312,0.147010
phi_V100_EHIGH_z0.5_p0.5_s1,5,recency_pop_1.0,0.129425,0.111623,0.149038
phi_V100_EHIGH_z0.5_p0.5_s1,5,pop_category,0.170135,0.148278,0.191311
phi_V100_EHIGH_z0.5_p0.5_s1,5,pop_price,0.167074,0.146167,0.188375
phi_V100_EHIGH_z0.5_p0.5_s1,5,content_knn_1,0.020818,0.014158,0.027903
phi_V100_EHIGH_z0.5_p0.5_s1,5,content_knn_3,0.025261,0.017120,0.033577
phi_V100_EHIGH_z0.5_p0.5_s1,5,content_knn_5,0.019566,0.013170,0.026503
phi_V100_EHIGH_z0.5_p0.5_s1,5,last_item_nbhd,0.022721,0.015669,0.030633
phi_V100_EHIGH_z0.5_p0.5_s1,5,pop_scaled_content,0.156096,0.135134,0.180186
phi_V100_EHIGH_z0.5_p0.5_s1,5,co_purchase,0.004832,0.001483,0.009264
phi_V100_EHIGH_z0.5_p0.5_s1,5,lambda_hybrid_0.25,0.126188,0.106200,0.147667
phi_V100_EHIGH_z0.5_p0.5_s1,5,lambda_hybrid_0.5,0.088664,0.071065,0.106095
phi_V100_EHIGH_z0.5_p0.5_s1,5,lambda_hybrid_0.75,0.049616,0.037447,0.062531
phi_V100_EHIGH_z0.5_p0.5_s1,8,pop_global,0.167603,0.144334,0.194702
phi_V100_EHIGH_z0.5_p0.5_s1,8,recency_pop_0.1,0.151822,0.127419,0.178621
phi_V100_EHIGH_z0.5_p0.5_s1,8,recency_pop_0.5,0.154241,0.128744,0.177129
phi_V100_EHIGH_z0.5_p0.5_s1,8,recency_pop_1.0,0.153923,0.128740,0.179692
phi_V100_EHIGH_z0.5_p0.5_s1,8,pop_category,0.149060,0.125478,0.176704
phi_V100_EHIGH_z0.5_p0.5_s1,8,pop_price,0.158923,0.136562,0.185250
phi_V100_EHIGH_z0.5_p0.5_s1,8,content_knn_1,0.023504,0.015802,0.031656
phi_V100_EHIGH_z0.5_p0.5_s1,8,content_knn_3,0.025415,0.016354,0.036223
phi_V100_EHIGH_z0.5_p0.5_s1,8,content_knn_5,0.018897,0.012139,0.026088
phi_V100_EHIGH_z0.5_p0.5_s1,8,last_item_nbhd,0.023920,0.015756,0.032682
phi_V100_EHIGH_z0.5_p0.5_s1,8,pop_scaled_content,0.147865,0.123701,0.172376
phi_V100_EHIGH_z0.5_p0.5_s1,8,co_purchase,0.004400,0.000647,0.009658
phi_V100_EHIGH_z0.5_p0.5_s1,8,lambda_hybrid_0.25,0.107212,0.084186,0.129622
phi_V100_EHIGH_z0.5_p0.5_s1,8,lambda_hybrid_0.5,0.078491,0.059778,0.099147
phi_V100_EHIGH_z0.5_p0.5_s1,8,lambda_hybrid_0.75,0.045905,0.031759,0.060410
phi_V100_EHIGH_z0.5_p0.5_s2,0,pop_global,0.754755,0.734267,0.775628
phi_V100_EHIGH_z0.5_p0.5_s2,0,recency_pop_0.1,0.032254,0.023220,0.041165
phi_V100_EHIGH_z0.5_p0.5_s2,0,recency_pop_0.5,0.046986,0.037041,0.058307
phi_V100_EHIGH_z0.5_p0.5_s2,0,recency_pop_1.0,0.050226,0.038111,0.062846
phi_V100_EHIGH_z0.5_p0.5_s2,0,pop_category,0.731689,0.709023,0.754551
phi_V100_EHIGH_z0.5_p0.5_s2,0,pop_price,0.745470,0.723352,0.765927
phi_V100_EHIGH_z0.5_p0.5_s2,0,lambda_hybrid_0.25,0.754755,0.733372,0.774340
phi_V100_EHIGH_z0.5_p0.5_s2,0,lambda_hybrid_0.5,0.754755,0.733835,0.774619
phi_V100_EHIGH_z0.5_p0.5_s2,0,lambda_hybrid_0.75,0.754755,0.733865,0.774997
phi_V100_EHIGH_z0.5_p0.5_s2,0,active_elic2,0.731689,0.707357,0.754167
phi_V100_EHIGH_z0.5_p0.5_s2,1,pop_global,0.405152,0.377718,0.431703
phi_V100_EHIGH_z0.5_p0.5_s2,1,recency_pop_0.1,0.051468,0.041185,0.062173
phi_V100_EHIGH_z0.5_p0.5_s2,1,recency_pop_0.5,0.155660,0.135741,0.176827
phi_V100_EHIGH_z0.5_p0.5_s2,1,recency_pop_1.0,0.175813,0.154138,0.198046
phi_V100_EHIGH_z0.5_p0.5_s2,1,pop_category,0.380498,0.354243,0.408336
phi_V100_EHIGH_z0.5_p0.5_s2,1,pop_price,0.389787,0.364240,0.418094
phi_V100_EHIGH_z0.5_p0.5_s2,1,content_knn_1,0.022169,0.015758,0.029514
phi_V100_EHIGH_z0.5_p0.5_s2,1,content_knn_3,0.021671,0.014809,0.028806
phi_V100_EHIGH_z0.5_p0.5_s2,1,content_knn_5,0.021381,0.015102,0.028707
phi_V100_EHIGH_z0.5_p0.5_s2,1,last_item_nbhd,0.021151,0.014639,0.028136
phi_V100_EHIGH_z0.5_p0.5_s2,1,pop_scaled_content,0.352890,0.324818,0.378760
phi_V100_EHIGH_z0.5_p0.5_s2,1,co_purchase,0.010459,0.005422,0.016099
phi_V100_EHIGH_z0.5_p0.5_s2,1,lambda_hybrid_0.25,0.374024,0.345065,0.403076
phi_V100_EHIGH_z0.5_p0.5_s2,1,lambda_hybrid_0.5,0.339944,0.312187,0.367383
phi_V100_EHIGH_z0.5_p0.5_s2,1,lambda_hybrid_0.75,0.086335,0.070755,0.102579
phi_V100_EHIGH_z0.5_p0.5_s2,2,pop_global,0.324494,0.299447,0.348590
phi_V100_EHIGH_z0.5_p0.5_s2,2,recency_pop_0.1,0.063545,0.052598,0.076378
phi_V100_EHIGH_z0.5_p0.5_s2,2,recency_pop_0.5,0.143992,0.124604,0.166496
phi_V100_EHIGH_z0.5_p0.5_s2,2,recency_pop_1.0,0.147899,0.126934,0.169105
phi_V100_EHIGH_z0.5_p0.5_s2,2,pop_category,0.309890,0.280592,0.334833
phi_V100_EHIGH_z0.5_p0.5_s2,2,pop_price,0.314661,0.288494,0.341426
phi_V100_EHIGH_z0.5_p0.5_s2,2,content_knn_1,0.010627,0.005817,0.016477
phi_V100_EHIGH_z0.5_p0.5_s2,2,content_knn_3,0.015857,0.009608,0.022689
phi_V100_EHIGH_z0.5_p0.5_s2,2,content_knn_5,0.014020,0.008045,0.020176
phi_V100_EHIGH_z0.5_p0.5_s2,2,last_item_nbhd,0.017798,0.011751,0.024399
phi_V100_EHIGH_z0.5_p0.5_s2,2,pop_scaled_content,0.314112,0.287380,0.340101
phi_V100_EHIGH_z0.5_p0.5_s2,2,co_purchase,0.006335,0.002704,0.010979
phi_V100_EHIGH_z0.5_p0.5_s2,2,lambda_hybrid_0.25,0.302968,0.276780,0.329256
phi_V100_EHIGH_z0.5_p0.5_s2,2,lambda_hybrid_0.5,0.286874,0.259581,0.312906
phi_V100_EHIGH_z0.5_p0.5_s2,2,lambda_hybrid_0.75,0.125184,0.104837,0.142472
phi_V100_EHIGH_z0.5_p0.5_s2,3,pop_global,0.264772,0.237754,0.291001
phi_V100_EHIGH_z0.5_p0.5_s2,3,recency_pop_0.1,0.088570,0.073169,0.102633
phi_V100_EHIGH_z0.5_p0.5_s2,3,recency_pop_0.5,0.137498,0.115834,0.157686
phi_V100_EHIGH_z0.5_p0.5_s2,3,recency_pop_1.0,0.139654,0.119421,0.163381
phi_V100_EHIGH_z0.5_p0.5_s2,3,pop_category,0.242182,0.217826,0.268702
phi_V100_EHIGH_z0.5_p0.5_s2,3,pop_price,0.257101,0.232817,0.283649
phi_V100_EHIGH_z0.5_p0.5_s2,3,content_knn_1,0.007979,0.003767,0.012940
phi_V100_EHIGH_z0.5_p0.5_s2,3,content_knn_3,0.010003,0.005071,0.015720
phi_V100_EHIGH_z0.5_p0.5_s2,3,content_knn_5,0.005423,0.002181,0.009331
phi_V100_EHIGH_z0.5_p0.5_s2,3,last_item_nbhd,0.013712,0.008171,0.020341
phi_V100_EHIGH_z0.5_p0.5_s2,3,pop_scaled_content,0.248097,0.221185,0.274012
phi_V100_EHIGH_z0.5_p0.5_s2,3,co_purchase,0.004204,0.001281,0.007958
phi_V100_EHIGH_z0.5_p0.5_s2,3,lambda_hybrid_0.25,0.237505,0.210201,0.261801
phi_V100_EHIGH_z0.5_p0.5_s2,3,lambda_hybrid_0.5,0.216004,0.190643,0.243353
phi_V100_EHIGH_z0.5_p0.5_s2,3,lambda_hybrid_0.75,0.090899,0.073887,0.107400
phi_V100_EHIGH_z0.5_p0.5_s2,5,pop_global,0.166377,0.144511,0.189955
phi_V100_EHIGH_z0.5_p0.5_s2,5,recency_pop_0.1,0.098695,0.081586,0.116493
phi_V100_EHIGH_z0.5_p0.5_s2,5,recency_pop_0.5,0.128641,0.107979,0.148292
phi_V100_EHIGH_z0.5_p0.5_s2,5,recency_pop_1.0,0.129300,0.109835,0.148982
phi_V100_EHIGH_z0.5_p0.5_s2,5,pop_category,0.132839,0.111713,0.154463
phi_V100_EHIGH_z0.5_p0.5_s2,5,pop_price,0.155968,0.134195,0.178048
phi_V100_EHIGH_z0.5_p0.5_s2,5,content_knn_1,0.004321,0.001064,0.008568
phi_V100_EHIGH_z0.5_p0.5_s2,5,content_knn_3,0.005463,0.002345,0.009354
phi_V100_EHIGH_z0.5_p0.5_s2,5,content_knn_5,0.003257,0.000990,0.005920
phi_V100_EHIGH_z0.5_p0.5_s2,5,last_item_nbhd,0.005881,0.002530,0.010024
phi_V100_EHIGH_z0.5_p0.5_s2,5,pop_scaled_content,0.149538,0.128045,0.173082
phi_V100_EHIGH_z0.5_p0.5_s2,5,co_purchase,0.002225,0.000412,0.004279
phi_V100_EHIGH_z0.5_p0.5_s2,5,lambda_hybrid_0.25,0.133134,0.110121,0.154464
phi_V100_EHIGH_z0.5_p0.5_s2,5,lambda_hybrid_0.5,0.109643,0.089554,0.130240
phi_V100_EHIGH_z0.5_p0.5_s2,5,lambda_hybrid_0.75,0.050688,0.038661,0.064021
phi_V100_EHIGH_z0.5_p0.5_s2,8,pop_global,0.097155,0.077160,0.117706
phi_V100_EHIGH_z0.5_p0.5_s2,8,recency_pop_0.1,0.085324,0.066404,0.105031
phi_V100_EHIGH_z0.5_p0.5_s2,8,recency_pop_0.5,0.087618,0.069064,0.107482
phi_V100_EHIGH_z0.5_p0.5_s2,8,recency_pop_1.0,0.085101,0.067230,0.102550
phi_V100_EHIGH_z0.5_p0.5_s2,8,pop_category,0.076696,0.056424,0.098090
phi_V100_EHIGH_z0.5_p0.5_s2,8,pop_price,0.085595,0.065906,0.106366
phi_V100_EHIGH_z0.5_p0.5_s2,8,content_knn_1,0.003918,0.001293,0.007256
phi_V100_EHIGH_z0.5_p0.5_s2,8,content_knn_3,0.004061,0.000647,0.008631
phi_V100_EHIGH_z0.5_p0.5_s2,8,content_knn_5,0.003272,0.000647,0.006477
phi_V100_EHIGH_z0.5_p0.5_s2,8,last_item_nbhd,0.003584,0.000581,0.007749
phi_V100_EHIGH_z0.5_p0.5_s2,8,pop_scaled_content,0.091264,0.071273,0.112732
phi_V100_EHIGH_z0.5_p0.5_s2,8,co_purchase,0.003650,0.000647,0.008050
phi_V100_EHIGH_z0.5_p0.5_s2,8,lambda_hybrid_0.25,0.081966,0.062426,0.101683
phi_V100_EHIGH_z0.5_p0.5_s2,8,lambda_hybrid_0.5,0.062324,0.044937,0.079626
phi_V100_EHIGH_z0.5_p0.5_s2,8,lambda_hybrid_0.75,0.030951,0.019776,0.042084
phi_V100_EHIGH_z0.5_p0_s0,0,pop_global,0.761762,0.741144,0.783597
phi_V100_EHIGH_z0.5_p0_s0,0,recency_pop_0.1,0.033377,0.024678,0.042880
phi_V100_EHIGH_z0.5_p0_s0,0,recency_pop_0.5,0.048866,0.037076,0.060998
phi_V100_EHIGH_z0.5_p0_s0,0,recency_pop_1.0,0.048142,0.037629,0.060627
phi_V100_EHIGH_z0.5_p0_s0,0,pop_category,0.736517,0.713363,0.759153
phi_V100_EHIGH_z0.5_p0_s0,0,pop_price,0.752885,0.728910,0.774864
phi_V100_EHIGH_z0.5_p0_s0,0,lambda_hybrid_0.25,0.761762,0.740974,0.782437
phi_V100_EHIGH_z0.5_p0_s0,0,lambda_hybrid_0.5,0.761762,0.739847,0.782160
phi_V100_EHIGH_z0.5_p0_s0,0,lambda_hybrid_0.75,0.761762,0.740280,0.781990
phi_V100_EHIGH_z0.5_p0_s0,0,active_elic2,0.736517,0.713523,0.761757
phi_V100_EHIGH_z0.5_p0_s0,1,pop_global,0.450282,0.421283,0.476996
phi_V100_EHIGH_z0.5_p0_s0,1,recency_pop_0.1,0.113980,0.097165,0.130553
phi_V100_EHIGH_z0.5_p0_s0,1,recency_pop_0.5,0.211111,0.190504,0.234843
phi_V100_EHIGH_z0.5_p0_s0,1,recency_pop_1.0,0.212586,0.188368,0.234963
phi_V100_EHIGH_z0.5_p0_s0,1,pop_category,0.424919,0.397564,0.452693
phi_V100_EHIGH_z0.5_p0_s0,1,pop_price,0.438088,0.409790,0.466570
phi_V100_EHIGH_z0.5_p0_s0,1,content_knn_1,0.054408,0.043176,0.065954
phi_V100_EHIGH_z0.5_p0_s0,1,content_knn_3,0.077807,0.062375,0.094586
phi_V100_EHIGH_z0.5_p0_s0,1,content_knn_5,0.065198,0.051859,0.081074
phi_V100_EHIGH_z0.5_p0_s0,1,last_item_nbhd,0.049759,0.039884,0.060294
phi_V100_EHIGH_z0.5_p0_s0,1,pop_scaled_content,0.433513,0.404891,0.462601
phi_V100_EHIGH_z0.5_p0_s0,1,co_purchase,0.008770,0.004321,0.013968
phi_V100_EHIGH_z0.5_p0_s0,1,lambda_hybrid_0.25,0.426458,0.398559,0.455566
phi_V100_EHIGH_z0.5_p0_s0,1,lambda_hybrid_0.5,0.415360,0.384597,0.444270
phi_V100_EHIGH_z0.5_p0_s0,1,lambda_hybrid_0.75,0.320695,0.295548,0.344662
phi_V100_EHIGH_z0.5_p0_s0,2,pop_global,0.337593,0.310269,0.364374
phi_V100_EHIGH_z0.5_p0_s0,2,recency_pop_0.1,0.216896,0.194349,0.240853
phi_V100_EHIGH_z0.5_p0_s0,2,recency_pop_0.5,0.257008,0.233029,0.282718
phi_V100_EHIGH_z0.5_p0_s0,2,recency_pop_1.0,0.258591,0.234139,0.282829
phi_V100_EHIGH_z0.5_p0_s0,2,pop_category,0.312609,0.285166,0.341759
phi_V100_EHIGH_z0.5_p0_s0,2,pop_price,0.319443,0.293365,0.349158
phi_V100_EHIGH_z0.5_p0_s0,2,content_knn_1,0.048950,0.038862,0.059788
phi_V100_EHIGH_z0.5_p0_s0,2,content_knn_3,0.076624,0.063296,0.089772
phi_V100_EHIGH_z0.5_p0_s0,2,content_knn_5,0.045095,0.035238,0.056019
phi_V100_EHIGH_z0.5_p0_s0,2,last_item_nbhd,0.049815,0.039192,0.060646
phi_V100_EHIGH_z0.5_p0_s0,2,pop_scaled_content,0.335851,0.307588,0.364252
phi_V100_EHIGH_z0.5_p0_s0,2,co_purchase,0.003018,0.000387,0.006405
phi_V100_EHIGH_z0.5_p0_s0,2,lambda_hybrid_0.25,0.327538,0.299965,0.357491
phi_V100_EHIGH_z0.5_p0_s0,2,lambda_hybrid_0.5,0.324291,0.296488,0.354475
phi_V100_EHIGH_z0.5_p0_s0,2,lambda_hybrid_0.75,0.207930,0.187130,0.230846
phi_V100_EHIGH_z0.5_p0_s0,3,pop_global,0.239753,0.213953,0.265469
phi_V100_EHIGH_z0.5_p0_s0,3,recency_pop_0.1,0.195753,0.171365,0.218814
phi_V100_EHIGH_z0.5_p0_s0,3,recency_pop_0.5,0.216998,0.192887,0.241216
phi_V100_EHIGH_z0.5_p0_s0,3,recency_pop_1.0,0.217314,0.194709,0.242081
phi_V100_EHIGH_z0.5_p0_s0,3,pop_category,0.215849,0.191131,0.241687
phi_V100_EHIGH_z0.5_p0_s0,3,pop_price,0.229178,0.204769,0.255478
phi_V100_EHIGH_z0.5_p0_s0,3,content_knn_1,0.042147,0.032723,0.051430
phi_V100_EHIGH_z0.5_p0_s0,3,content_knn_3,0.055439,0.042646,0.067602
phi_V100_EHIGH_z0.5_p0_s0,3,content_knn_5,0.036730,0.027719,0.046699
phi_V100_EHIGH_z0.5_p0_s0,3,last_item_nbhd,0.039604,0.029843,0.050347
phi_V100_EHIGH_z0.5_p0_s0,3,pop_scaled_content,0.239067,0.215428,0.265950
phi_V100_EHIGH_z0.5_p0_s0,3,co_purchase,0.008099,0.003532,0.013690
phi_V100_EHIGH_z0.5_p0_s0,3,lambda_hybrid_0.25,0.230210,0.205241,0.254731
phi_V100_EHIGH_z0.5_p0_s0,3,lambda_hybrid_0.5,0.223198,0.199234,0.248885
phi_V100_EHIGH_z0.5_p0_s0,3,lambda_hybrid_0.75,0.134734,0.116312,0.154167
phi_V100_EHIGH_z0.5_p0_s0,5,pop_global,0.143783,0.124931,0.163623
phi_V100_EHIGH_z0.5_p0_s0,5,recency_pop_0.1,0.141162,0.120604,0.163185
phi_V100_EHIGH_z0.5_p0_s0,5,recency_pop_0.5,0.140881,0.120930,0.161683
phi_V100_EHIGH_z0.5_p0_s0,5,recency_pop_1.0,0.140881,0.120747,0.162145
phi_V100_EHIGH_z0.5_p0_s0,5,pop_category,0.126130,0.105791,0.148439
phi_V100_EHIGH_z0.5_p0_s0,5,pop_price,0.134092,0.113761,0.155206
phi_V100_EHIGH_z0.5_p0_s0,5,content_knn_1,0.019313,0.013379,0.025984
phi_V100_EHIGH_z0.5_p0_s0,5,content_knn_3,0.026845,0.018175,0.036643
phi_V100_EHIGH_z0.5_p0_s0,5,content_knn_5,0.018907,0.012846,0.025709
phi_V100_EHIGH_z0.5_p0_s0,5,last_item_nbhd,0.019247,0.012894,0.026594
phi_V100_EHIGH_z0.5_p0_s0,5,pop_scaled_content,0.142153,0.121724,0.164052
phi_V100_EHIGH_z0.5_p0_s0,5,co_purchase,0.005986,0.002211,0.010561
phi_V100_EHIGH_z0.5_p0_s0,5,lambda_hybrid_0.25,0.133762,0.114127,0.153926
phi_V100_EHIGH_z0.5_p0_s0,5,lambda_hybrid_0.5,0.127406,0.108347,0.148954
phi_V100_EHIGH_z0.5_p0_s0,5,lambda_hybrid_0.75,0.062960,0.050653,0.076587
phi_V100_EHIGH_z0.5_p0_s0,8,pop_global,0.049526,0.035660,0.064379
phi_V100_EHIGH_z0.5_p0_s0,8,recency_pop_0.1,0.048324,0.032727,0.063363
phi_V100_EHIGH_z0.5_p0_s0,8,recency_pop_0.5,0.048946,0.034627,0.063815
phi_V100_EHIGH_z0.5_p0_s0,8,recency_pop_1.0,0.048366,0.034614,0.062781
phi_V100_EHIGH_z0.5_p0_s0,8,pop_category,0.047696,0.033675,0.063915
phi_V100_EHIGH_z0.5_p0_s0,8,pop_price,0.045676,0.031635,0.060817
phi_V100_EHIGH_z0.5_p0_s0,8,content_knn_1,0.004721,0.000946,0.008282
phi_V100_EHIGH_z0.5_p0_s0,8,content_knn_3,0.011905,0.004865,0.019129
phi_V100_EHIGH_z0.5_p0_s0,8,content_knn_5,0.007951,0.003217,0.013448
phi_V100_EHIGH_z0.5_p0_s0,8,last_item_nbhd,0.007062,0.002749,0.012457
phi_V100_EHIGH_z0.5_p0_s0,8,pop_scaled_content,0.049116,0.035821,0.064473
phi_V100_EHIGH_z0.5_p0_s0,8,co_purchase,0.004890,0.000946,0.010173
phi_V100_EHIGH_z0.5_p0_s0,8,lambda_hybrid_0.25,0.043104,0.029782,0.057177
phi_V100_EHIGH_z0.5_p0_s0,8,lambda_hybrid_0.5,0.037699,0.024070,0.050515
phi_V100_EHIGH_z0.5_p0_s0,8,lambda_hybrid_0.75,0.022153,0.012774,0.033342
phi_V100_EHIGH_z0.5_p0_s1,0,pop_global,0.758214,0.735791,0.779776
phi_V100_EHIGH_z0.5_p0_s1,0,recency_pop_0.1,0.036883,0.027032,0.046399
phi_V100_EHIGH_z0.5_p0_s1,0,recency_pop_0.5,0.050014,0.038632,0.062486
phi_V100_EHIGH_z0.5_p0_s1,0,recency_pop_1.0,0.050189,0.039572,0.061489
phi_V100_EHIGH_z0.5_p0_s1,0,pop_category,0.758214,0.736979,0.778910
phi_V100_EHIGH_z0.5_p0_s1,0,pop_price,0.754710,0.732191,0.776702
phi_V100_EHIGH_z0.5_p0_s1,0,lambda_hybrid_0.25,0.758214,0.735373,0.778886
phi_V100_EHIGH_z0.5_p0_s1,0,lambda_hybrid_0.5,0.758214,0.737481,0.780121
phi_V100_EHIGH_z0.5_p0_s1,0,lambda_hybrid_0.75,0.758214,0.736983,0.777935
phi_V100_EHIGH_z0.5_p0_s1,0,active_elic2,0.828250,0.806704,0.847988
phi_V100_EHIGH_z0.5_p0_s1,1,pop_global,0.414728,0.386470,0.442071
phi_V100_EHIGH_z0.5_p0_s1,1,recency_pop_0.1,0.063112,0.050072,0.076681
phi_V100_EHIGH_z0.5_p0_s1,1,recency_pop_0.5,0.201981,0.180895,0.224282
phi_V100_EHIGH_z0.5_p0_s1,1,recency_pop_1.0,0.211922,0.190976,0.237756
phi_V100_EHIGH_z0.5_p0_s1,1,pop_category,0.414341,0.386551,0.441629
phi_V100_EHIGH_z0.5_p0_s1,1,pop_price,0.405689,0.379162,0.434209
phi_V100_EHIGH_z0.5_p0_s1,1,content_knn_1,0.044074,0.035848,0.053005
phi_V100_EHIGH_z0.5_p0_s1,1,content_knn_3,0.050208,0.040248,0.060084
phi_V100_EHIGH_z0.5_p0_s1,1,content_knn_5,0.046679,0.038106,0.055526
phi_V100_EHIGH_z0.5_p0_s1,1,last_item_nbhd,0.046062,0.037498,0.055631
phi_V100_EHIGH_z0.5_p0_s1,1,pop_scaled_content,0.361694,0.334163,0.388789
phi_V100_EHIGH_z0.5_p0_s1,1,co_purchase,0.012130,0.007363,0.017753
phi_V100_EHIGH_z0.5_p0_s1,1,lambda_hybrid_0.25,0.378131,0.351064,0.406962
phi_V100_EHIGH_z0.5_p0_s1,1,lambda_hybrid_0.5,0.303461,0.276571,0.330467
phi_V100_EHIGH_z0.5_p0_s1,1,lambda_hybrid_0.75,0.097663,0.082281,0.114036
phi_V100_EHIGH_z0.5_p0_s1,2,pop_global,0.313920,0.289029,0.339451
phi_V100_EHIGH_z0.5_p0_s1,2,recency_pop_0.1,0.089885,0.074597,0.105945
phi_V100_EHIGH_z0.5_p0_s1,2,recency_pop_0.5,0.159298,0.136912,0.181584
phi_V100_EHIGH_z0.5_p0_s1,2,recency_pop_1.0,0.162786,0.143350,0.184596
phi_V100_EHIGH_z0.5_p0_s1,2,pop_category,0.310307,0.284568,0.336124
phi_V100_EHIGH_z0.5_p0_s1,2,pop_price,0.296911,0.271928,0.323609
phi_V100_EHIGH_z0.5_p0_s1,2,content_knn_1,0.031236,0.023855,0.039568
phi_V100_EHIGH_z0.5_p0_s1,2,content_knn_3,0.050644,0.041034,0.061090
phi_V100_EHIGH_z0.5_p0_s1,2,content_knn_5,0.026841,0.019857,0.033917
phi_V100_EHIGH_z0.5_p0_s1,2,last_item_nbhd,0.030452,0.022815,0.038439
phi_V100_EHIGH_z0.5_p0_s1,2,pop_scaled_content,0.286076,0.261164,0.311406
phi_V100_EHIGH_z0.5_p0_s1,2,co_purchase,0.005018,0.001500,0.009280
phi_V100_EHIGH_z0.5_p0_s1,2,lambda_hybrid_0.25,0.271718,0.245260,0.298870
phi_V100_EHIGH_z0.5_p0_s1,2,lambda_hybrid_0.5,0.217572,0.193930,0.239897
phi_V100_EHIGH_z0.5_p0_s1,2,lambda_hybrid_0.75,0.124410,0.104518,0.144440
phi_V100_EHIGH_z0.5_p0_s1,3,pop_global,0.253117,0.229115,0.278560
phi_V100_EHIGH_z0.5_p0_s1,3,recency_pop_0.1,0.102458,0.086621,0.118833
phi_V100_EHIGH_z0.5_p0_s1,3,recency_pop_0.5,0.124379,0.105161,0.143200
phi_V100_EHIGH_z0.5_p0_s1,3,recency_pop_1.0,0.125831,0.106610,0.145101
