catalog_id,heuristic,k,n_users,mean_rank,ndcg@5,ndcg@10,recall@5,recall@10
phi_V100_ELOW_z1.5_p0.5_s2,last_item_nbhd,2,1000,49.6800,0.03676,0.05745,0.06200,0.12700
phi_V100_ELOW_z1.5_p0.5_s2,pop_scaled_content,2,1000,36.8930,0.09778,0.13111,0.15300,0.25700
phi_V100_ELOW_z1.5_p0.5_s2,co_purchase,2,1000,50.2390,0.01600,0.03075,0.03100,0.07700
phi_V100_ELOW_z1.5_p0.5_s2,lambda_hybrid_0.25,2,1000,36.2200,0.11241,0.14735,0.16600,0.27400
phi_V100_ELOW_z1.5_p0.5_s2,lambda_hybrid_0.5,2,1000,40.7470,0.10062,0.12769,0.15500,0.23900
phi_V100_ELOW_z1.5_p0.5_s2,lambda_hybrid_0.75,2,1000,45.7560,0.05874,0.07865,0.09600,0.15800
phi_V100_ELOW_z1.5_p0.5_s2,active_elic2,2,1000,,,,,
phi_V100_ELOW_z1.5_p0.5_s2,pop_global,3,985,33.4010,0.14583,0.17857,0.21218,0.31574
phi_V100_ELOW_z1.5_p0.5_s2,recency_pop_0.1,3,985,48.4457,0.08766,0.10899,0.13198,0.19797
phi_V100_ELOW_z1.5_p0.5_s2,recency_pop_0.5,3,985,47.8589,0.08945,0.11167,0.13401,0.20305
phi_V100_ELOW_z1.5_p0.5_s2,recency_pop_1.0,3,985,47.7949,0.09063,0.11153,0.13706,0.20203
phi_V100_ELOW_z1.5_p0.5_s2,pop_category,3,985,36.0365,0.14108,0.16701,0.20102,0.28122
phi_V100_ELOW_z1.5_p0.5_s2,pop_price,3,985,33.8508,0.14429,0.17198,0.21015,0.29543
phi_V100_ELOW_z1.5_p0.5_s2,content_knn_1,3,985,51.2122,0.03399,0.04866,0.05685,0.10254
phi_V100_ELOW_z1.5_p0.5_s2,content_knn_3,3,985,51.4264,0.02998,0.04544,0.04569,0.09442
phi_V100_ELOW_z1.5_p0.5_s2,content_knn_5,3,985,51.8944,0.03360,0.04444,0.05685,0.09137
phi_V100_ELOW_z1.5_p0.5_s2,last_item_nbhd,3,985,50.0162,0.03727,0.05259,0.06091,0.10863
phi_V100_ELOW_z1.5_p0.5_s2,pop_scaled_content,3,985,35.2914,0.12357,0.15170,0.18376,0.27208
phi_V100_ELOW_z1.5_p0.5_s2,co_purchase,3,985,54.7442,0.01383,0.02426,0.02538,0.05888
phi_V100_ELOW_z1.5_p0.5_s2,lambda_hybrid_0.25,3,985,35.1807,0.14287,0.17452,0.20711,0.30558
phi_V100_ELOW_z1.5_p0.5_s2,lambda_hybrid_0.5,3,985,39.6386,0.12165,0.14832,0.17462,0.25787
phi_V100_ELOW_z1.5_p0.5_s2,lambda_hybrid_0.75,3,985,45.1766,0.06991,0.09001,0.10660,0.16853
phi_V100_ELOW_z1.5_p0.5_s2,active_elic2,3,985,,,,,
phi_V100_ELOW_z1.5_p0.5_s2,pop_global,5,940,35.0989,0.15397,0.18080,0.22340,0.30638
phi_V100_ELOW_z1.5_p0.5_s2,recency_pop_0.1,5,940,41.8585,0.13192,0.16490,0.19787,0.30000
phi_V100_ELOW_z1.5_p0.5_s2,recency_pop_0.5,5,940,41.7064,0.13217,0.16275,0.19149,0.28723
phi_V100_ELOW_z1.5_p0.5_s2,recency_pop_1.0,5,940,41.9149,0.13234,0.15689,0.19468,0.27128
phi_V100_ELOW_z1.5_p0.5_s2,pop_category,5,940,36.5787,0.15389,0.18027,0.22128,0.30426
phi_V100_ELOW_z1.5_p0.5_s2,pop_price,5,940,35.8734,0.14417,0.17752,0.20000,0.30532
phi_V100_ELOW_z1.5_p0.5_s2,content_knn_1,5,940,56.5181,0.02387,0.04038,0.03723,0.08830
phi_V100_ELOW_z1.5_p0.5_s2,content_knn_3,5,940,56.4872,0.02559,0.04089,0.04043,0.08830
phi_V100_ELOW_z1.5_p0.5_s2,content_knn_5,5,940,56.8181,0.02367,0.04073,0.03830,0.09149
phi_V100_ELOW_z1.5_p0.5_s2,last_item_nbhd,5,940,55.7851,0.02939,0.04571,0.05319,0.10426
phi_V100_ELOW_z1.5_p0.5_s2,pop_scaled_content,5,940,38.0532,0.12190,0.15729,0.18511,0.29574
phi_V100_ELOW_z1.5_p0.5_s2,co_purchase,5,940,65.2202,0.00625,0.01184,0.01383,0.03191
phi_V100_ELOW_z1.5_p0.5_s2,lambda_hybrid_0.25,5,940,38.6404,0.14756,0.18240,0.20532,0.31383
phi_V100_ELOW_z1.5_p0.5_s2,lambda_hybrid_0.5,5,940,43.7926,0.12455,0.15165,0.17660,0.26170
phi_V100_ELOW_z1.5_p0.5_s2,lambda_hybrid_0.75,5,940,50.3957,0.05463,0.07443,0.08617,0.14894
phi_V100_ELOW_z1.5_p0.5_s2,active_elic2,5,940,,,,,
phi_V100_ELOW_z1.5_p0.5_s2,pop_global,8,666,40.5045,0.19144,0.20895,0.26727,0.32132
phi_V100_ELOW_z1.5_p0.5_s2,recency_pop_0.1,8,666,42.7102,0.19892,0.22468,0.26276,0.34234
phi_V100_ELOW_z1.5_p0.5_s2,recency_pop_0.5,8,666,41.9354,0.19864,0.22078,0.26426,0.33333
phi_V100_ELOW_z1.5_p0.5_s2,recency_pop_1.0,8,666,42.2327,0.19696,0.21411,0.26126,0.31532
phi_V100_ELOW_z1.5_p0.5_s2,pop_category,8,666,40.9535,0.20531,0.22632,0.28378,0.34985
phi_V100_ELOW_z1.5_p0.5_s2,pop_price,8,666,41.7147,0.16643,0.19552,0.21471,0.30631
phi_V100_ELOW_z1.5_p0.5_s2,content_knn_1,8,666,61.2643,0.02703,0.04235,0.04054,0.08859
phi_V100_ELOW_z1.5_p0.5_s2,content_knn_3,8,666,61.7477,0.03348,0.04689,0.05105,0.09309
phi_V100_ELOW_z1.5_p0.5_s2,content_knn_5,8,666,61.9264,0.02991,0.04367,0.04655,0.09009
phi_V100_ELOW_z1.5_p0.5_s2,last_item_nbhd,8,666,61.0766,0.03552,0.04605,0.06006,0.09309
phi_V100_ELOW_z1.5_p0.5_s2,pop_scaled_content,8,666,42.9174,0.14873,0.18089,0.20871,0.30931
phi_V100_ELOW_z1.5_p0.5_s2,co_purchase,8,666,73.0390,0.00733,0.01362,0.01201,0.03153
phi_V100_ELOW_z1.5_p0.5_s2,lambda_hybrid_0.25,8,666,43.4024,0.19020,0.21686,0.25225,0.33634
phi_V100_ELOW_z1.5_p0.5_s2,lambda_hybrid_0.5,8,666,47.6021,0.15886,0.18368,0.20871,0.28378
phi_V100_ELOW_z1.5_p0.5_s2,lambda_hybrid_0.75,8,666,55.0691,0.05782,0.07853,0.08559,0.14865
phi_V100_ELOW_z1.5_p0.5_s2,active_elic2,8,666,,,,,
phi_V100_ELOW_z1.5_p0_s0,pop_global,0,1000,33.0910,0.10982,0.15615,0.19800,0.34200
phi_V100_ELOW_z1.5_p0_s0,recency_pop_0.1,0,1000,47.8090,0.03781,0.04934,0.06000,0.09500
phi_V100_ELOW_z1.5_p0_s0,recency_pop_0.5,0,1000,47.7850,0.04121,0.05169,0.06500,0.09700
phi_V100_ELOW_z1.5_p0_s0,recency_pop_1.0,0,1000,47.7760,0.04224,0.05204,0.06700,0.09700
phi_V100_ELOW_z1.5_p0_s0,pop_category,0,1000,33.5840,0.13642,0.18232,0.19800,0.34200
phi_V100_ELOW_z1.5_p0_s0,pop_price,0,1000,33.4470,0.11175,0.15602,0.20300,0.34200
phi_V100_ELOW_z1.5_p0_s0,content_knn_1,0,1000,,,,,
phi_V100_ELOW_z1.5_p0_s0,content_knn_3,0,1000,,,,,
phi_V100_ELOW_z1.5_p0_s0,content_knn_5,0,1000,,,,,
phi_V100_ELOW_z1.5_p0_s0,last_item_nbhd,0,1000,,,,,
phi_V100_ELOW_z1.5_p0_s0,pop_scaled_content,0,1000,,,,,
phi_V100_ELOW_z1.5_p0_s0,co_purchase,0,1000,,,,,
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.25,0,1000,33.0910,0.10982,0.15615,0.19800,0.34200
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.5,0,1000,33.0910,0.10982,0.15615,0.19800,0.34200
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.75,0,1000,33.0910,0.10982,0.15615,0.19800,0.34200
phi_V100_ELOW_z1.5_p0_s0,active_elic2,0,1000,40.9850,0.15365,0.17625,0.22500,0.29600
phi_V100_ELOW_z1.5_p0_s0,pop_global,1,1000,32.6350,0.12220,0.16327,0.21600,0.34200
phi_V100_ELOW_z1.5_p0_s0,recency_pop_0.1,1,1000,46.7180,0.08444,0.09659,0.12800,0.16600
phi_V100_ELOW_z1.5_p0_s0,recency_pop_0.5,1,1000,46.6190,0.08444,0.09874,0.12800,0.17200
phi_V100_ELOW_z1.5_p0_s0,recency_pop_1.0,1,1000,46.5870,0.08616,0.09936,0.13200,0.17300
phi_V100_ELOW_z1.5_p0_s0,pop_category,1,1000,32.8950,0.13463,0.17519,0.21600,0.34200
phi_V100_ELOW_z1.5_p0_s0,pop_price,1,1000,33.2300,0.12082,0.16236,0.21300,0.34200
phi_V100_ELOW_z1.5_p0_s0,content_knn_1,1,1000,50.0090,0.03618,0.05124,0.05300,0.10100
phi_V100_ELOW_z1.5_p0_s0,content_knn_3,1,1000,50.1670,0.03910,0.05064,0.05800,0.09500
phi_V100_ELOW_z1.5_p0_s0,content_knn_5,1,1000,50.5840,0.03221,0.04762,0.04500,0.09300
phi_V100_ELOW_z1.5_p0_s0,last_item_nbhd,1,1000,48.4530,0.03859,0.05438,0.05200,0.10200
phi_V100_ELOW_z1.5_p0_s0,pop_scaled_content,1,1000,38.3880,0.12325,0.15163,0.19700,0.28500
phi_V100_ELOW_z1.5_p0_s0,co_purchase,1,1000,45.1920,0.01406,0.03163,0.02700,0.08200
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.25,1,1000,35.0760,0.12125,0.16770,0.20200,0.34500
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.5,1,1000,38.2290,0.12746,0.15918,0.19500,0.29300
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.75,1,1000,43.2740,0.07178,0.10017,0.11000,0.19900
phi_V100_ELOW_z1.5_p0_s0,active_elic2,1,1000,,,,,
phi_V100_ELOW_z1.5_p0_s0,pop_global,2,1000,31.2810,0.13310,0.17742,0.22900,0.36600
phi_V100_ELOW_z1.5_p0_s0,recency_pop_0.1,2,1000,47.5350,0.08519,0.10480,0.13300,0.19300
phi_V100_ELOW_z1.5_p0_s0,recency_pop_0.5,2,1000,47.3150,0.08579,0.10880,0.13500,0.20500
phi_V100_ELOW_z1.5_p0_s0,recency_pop_1.0,2,1000,47.3060,0.08464,0.10846,0.13300,0.20600
phi_V100_ELOW_z1.5_p0_s0,pop_category,2,1000,31.7670,0.14804,0.19080,0.23300,0.36600
phi_V100_ELOW_z1.5_p0_s0,pop_price,2,1000,32.1810,0.13310,0.17703,0.22900,0.36600
phi_V100_ELOW_z1.5_p0_s0,content_knn_1,2,1000,50.5330,0.04431,0.06137,0.07000,0.12300
phi_V100_ELOW_z1.5_p0_s0,content_knn_3,2,1000,50.7400,0.04163,0.05877,0.06800,0.12100
phi_V100_ELOW_z1.5_p0_s0,content_knn_5,2,1000,50.8600,0.04311,0.06181,0.06800,0.12600
phi_V100_ELOW_z1.5_p0_s0,last_item_nbhd,2,1000,49.2470,0.04329,0.06108,0.07200,0.12700
phi_V100_ELOW_z1.5_p0_s0,pop_scaled_content,2,1000,36.2010,0.14582,0.17714,0.22200,0.31800
phi_V100_ELOW_z1.5_p0_s0,co_purchase,2,1000,50.0500,0.01616,0.02924,0.02500,0.06700
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.25,2,1000,34.5130,0.14563,0.18696,0.23200,0.35900
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.5,2,1000,38.3510,0.14517,0.17683,0.21900,0.31700
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.75,2,1000,43.8810,0.11155,0.12972,0.15800,0.21400
phi_V100_ELOW_z1.5_p0_s0,active_elic2,2,1000,,,,,
phi_V100_ELOW_z1.5_p0_s0,pop_global,3,990,31.8818,0.13705,0.18115,0.22525,0.36162
phi_V100_ELOW_z1.5_p0_s0,recency_pop_0.1,3,990,45.1384,0.12018,0.14849,0.18485,0.27071
phi_V100_ELOW_z1.5_p0_s0,recency_pop_0.5,3,990,44.7960,0.12557,0.15233,0.19697,0.27879
phi_V100_ELOW_z1.5_p0_s0,recency_pop_1.0,3,990,44.8172,0.12391,0.15152,0.19495,0.28081
phi_V100_ELOW_z1.5_p0_s0,pop_category,3,990,32.3323,0.13542,0.17799,0.22727,0.35960
phi_V100_ELOW_z1.5_p0_s0,pop_price,3,990,32.4707,0.13199,0.18095,0.21515,0.36566
phi_V100_ELOW_z1.5_p0_s0,content_knn_1,3,990,49.9848,0.04174,0.05722,0.06566,0.11414
phi_V100_ELOW_z1.5_p0_s0,content_knn_3,3,990,50.5061,0.03869,0.05521,0.06768,0.11919
phi_V100_ELOW_z1.5_p0_s0,content_knn_5,3,990,50.3364,0.04195,0.05813,0.07273,0.12222
phi_V100_ELOW_z1.5_p0_s0,last_item_nbhd,3,990,49.1596,0.03804,0.05708,0.07172,0.13131
phi_V100_ELOW_z1.5_p0_s0,pop_scaled_content,3,990,35.1727,0.14044,0.17207,0.21919,0.31818
phi_V100_ELOW_z1.5_p0_s0,co_purchase,3,990,54.6111,0.01118,0.02013,0.02020,0.04848
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.25,3,990,33.9101,0.14503,0.18260,0.23535,0.35051
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.5,3,990,37.3202,0.14313,0.17656,0.22525,0.32828
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.75,3,990,43.5030,0.09532,0.11890,0.14545,0.21818
phi_V100_ELOW_z1.5_p0_s0,active_elic2,3,990,,,,,
phi_V100_ELOW_z1.5_p0_s0,pop_global,5,932,34.8809,0.14273,0.19113,0.21352,0.36588
phi_V100_ELOW_z1.5_p0_s0,recency_pop_0.1,5,932,42.5440,0.15042,0.18706,0.21996,0.33369
phi_V100_ELOW_z1.5_p0_s0,recency_pop_0.5,5,932,41.9646,0.14564,0.18827,0.20815,0.33906
phi_V100_ELOW_z1.5_p0_s0,recency_pop_1.0,5,932,42.0043,0.14136,0.18760,0.19742,0.34120
phi_V100_ELOW_z1.5_p0_s0,pop_category,5,932,35.0172,0.12593,0.17551,0.21352,0.36910
phi_V100_ELOW_z1.5_p0_s0,pop_price,5,932,35.8165,0.13876,0.18601,0.20279,0.34871
phi_V100_ELOW_z1.5_p0_s0,content_knn_1,5,932,55.4109,0.03092,0.04751,0.05258,0.10408
phi_V100_ELOW_z1.5_p0_s0,content_knn_3,5,932,56.0043,0.03030,0.04368,0.05472,0.09657
phi_V100_ELOW_z1.5_p0_s0,content_knn_5,5,932,56.1953,0.03326,0.04730,0.05901,0.10300
phi_V100_ELOW_z1.5_p0_s0,last_item_nbhd,5,932,53.8991,0.03721,0.05460,0.06223,0.11695
phi_V100_ELOW_z1.5_p0_s0,pop_scaled_content,5,932,38.1556,0.11466,0.15335,0.18777,0.30687
phi_V100_ELOW_z1.5_p0_s0,co_purchase,5,932,61.4260,0.00709,0.01121,0.01288,0.02575
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.25,5,932,37.0622,0.14694,0.19315,0.21781,0.36052
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.5,5,932,40.6663,0.12538,0.15779,0.21030,0.31116
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.75,5,932,48.3294,0.07989,0.09933,0.12554,0.18562
phi_V100_ELOW_z1.5_p0_s0,active_elic2,5,932,,,,,
phi_V100_ELOW_z1.5_p0_s0,pop_global,8,667,40.5637,0.17596,0.22202,0.24888,0.39280
phi_V100_ELOW_z1.5_p0_s0,recency_pop_0.1,8,667,44.1634,0.18691,0.22640,0.26087,0.38231
phi_V100_ELOW_z1.5_p0_s0,recency_pop_0.5,8,667,42.8006,0.19008,0.23169,0.25937,0.38831
phi_V100_ELOW_z1.5_p0_s0,recency_pop_1.0,8,667,42.9100,0.18279,0.22886,0.24138,0.38531
phi_V100_ELOW_z1.5_p0_s0,pop_category,8,667,40.3598,0.15680,0.19992,0.25637,0.38981
phi_V100_ELOW_z1.5_p0_s0,pop_price,8,667,41.1964,0.17376,0.21367,0.24588,0.36882
phi_V100_ELOW_z1.5_p0_s0,content_knn_1,8,667,61.1859,0.03091,0.04316,0.05547,0.09445
phi_V100_ELOW_z1.5_p0_s0,content_knn_3,8,667,61.4873,0.02681,0.04139,0.05397,0.10045
phi_V100_ELOW_z1.5_p0_s0,content_knn_5,8,667,61.4888,0.02922,0.04339,0.05397,0.09745
phi_V100_ELOW_z1.5_p0_s0,last_item_nbhd,8,667,60.0720,0.03576,0.04801,0.06597,0.10345
phi_V100_ELOW_z1.5_p0_s0,pop_scaled_content,8,667,44.7061,0.12346,0.15743,0.20390,0.30735
phi_V100_ELOW_z1.5_p0_s0,co_purchase,8,667,71.2624,0.00547,0.00836,0.00900,0.01799
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.25,8,667,42.3208,0.17684,0.21365,0.26837,0.38231
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.5,8,667,45.2369,0.13117,0.17259,0.21739,0.34633
phi_V100_ELOW_z1.5_p0_s0,lambda_hybrid_0.75,8,667,54.4198,0.08100,0.09743,0.12894,0.17991
phi_V100_ELOW_z1.5_p0_s0,active_elic2,8,667,,,,,
phi_V100_ELOW_z1.5_p0_s1,pop_global,0,1000,32.8950,0.17809,0.22072,0.22300,0.34900
phi_V100_ELOW_z1.5_p0_s1,recency_pop_0.1,0,1000,52.7090,0.03957,0.05411,0.06800,0.11400
phi_V100_ELOW_z1.5_p0_s1,recency_pop_0.5,0,1000,52.6980,0.04018,0.05421,0.06900,0.11300
phi_V100_ELOW_z1.5_p0_s1,recency_pop_1.0,0,1000,52.6880,0.04308,0.05675,0.07000,0.11300
phi_V100_ELOW_z1.5_p0_s1,pop_category,0,1000,33.5410,0.19318,0.21230,0.26200,0.32200
phi_V100_ELOW_z1.5_p0_s1,pop_price,0,1000,33.0170,0.18198,0.21118,0.25300,0.34100
phi_V100_ELOW_z1.5_p0_s1,content_knn_1,0,1000,,,,,
phi_V100_ELOW_z1.5_p0_s1,content_knn_3,0,1000,,,,,
phi_V100_ELOW_z1.5_p0_s1,content_knn_5,0,1000,,,,,
phi_V100_ELOW_z1.5_p0_s1,last_item_nbhd,0,1000,,,,,
phi_V100_ELOW_z1.5_p0_s1,pop_scaled_content,0,1000,,,,,
phi_V100_ELOW_z1.5_p0_s1,co_purchase,0,1000,,,,,
phi_V100_ELOW_z1.5_p0_s1,lambda_hybrid_0.25,0,1000,32.8950,0.17809,0.22072,0.22300,0.34900
phi_V100_ELOW_z1.5_p0_s1,lambda_hybrid_0.5,0,1000,32.8950,0.17809,0.22072,0.22300,0.34900
phi_V100_ELOW_z1.5_p0_s1,lambda_hybrid_0.75,0,1000,32.8950,0.17809,0.22072,0.22300,0.34900
phi_V100_ELOW_z1.5_p0_s1,active_elic2,0,1000,43.5950,0.09824,0.11312,0.15600,0.20400
phi_V100_ELOW_z1.5_p0_s1,pop_global,1,1000,34.1530,0.16281,0.20238,0.22300,0.34200
phi_V100_ELOW_z1.5_p0_s1,recency_pop_0.1,1,1000,53.4920,0.04401,0.06494,0.08400,0.14800
phi_V100_ELOW_z1.5_p0_s1,recency_pop_0.5,1,1000,53.4050,0.04944,0.06901,0.08800,0.14800
phi_V100_ELOW_z1.5_p0_s1,recency_pop_1.0,1,1000,53.3640,0.05958,0.07737,0.09300,0.14800
phi_V100_ELOW_z1.5_p0_s1,pop_category,1,1000,34.9010,0.17008,0.19511,0.24100,0.31900
phi_V100_ELOW_z1.5_p0_s1,pop_price,1,1000,34.6150,0.16224,0.18897,0.24900,0.32900
phi_V100_ELOW_z1.5_p0_s1,content_knn_1,1,1000,52.0450,0.02654,0.04267,0.04600,0.09700
phi_V100_ELOW_z1.5_p0_s1,content_knn_3,1,1000,52.2240,0.02590,0.03868,0.04600,0.08600
phi_V100_ELOW_z1.5_p0_s1,content_knn_5,1,1000,52.2690,0.02692,0.03712,0.05300,0.08500
phi_V100_ELOW_z1.5_p0_s1,last_item_nbhd,1,1000,51.4750,0.02753,0.04504,0.04900,0.10400
phi_V100_ELOW_z1.5_p0_s1,pop_scaled_content,1,1000,41.5710,0.14544,0.17170,0.20900,0.29000
phi_V100_ELOW_z1.5_p0_s1,co_purchase,1,1000,45.9540,0.02139,0.03560,0.03900,0.08400
phi_V100_ELOW_z1.5_p0_s1,lambda_hybrid_0.25,1,1000,39.3450,0.16855,0.19019,0.24000,0.30700
phi_V100_ELOW_z1.5_p0_s1,lambda_hybrid_0.5,1,1000,42.6660,0.15006,0.16790,0.20400,0.26000
phi_V100_ELOW_z1.5_p0_s1,lambda_hybrid_0.75,1,1000,46.2320,0.07890,0.10343,0.10800,0.18400
phi_V100_ELOW_z1.5_p0_s1,active_elic2,1,1000,,,,,
phi_V100_ELOW_z1.5_p0_s1,pop_global,2,1000,33.7290,0.15888,0.19924,0.22700,0.35000
phi_V100_ELOW_z1.5_p0_s1,recency_pop_0.1,2,1000,51.5320,0.06077,0.08419,0.10100,0.17400
phi_V100_ELOW_z1.5_p0_s1,recency_pop_0.5,2,1000,51.0690,0.07310,0.09416,0.11500,0.18100
phi_V100_ELOW_z1.5_p0_s1,recency_pop_1.0,2,1000,51.0410,0.07511,0.09601,0.11600,0.18200
phi_V100_ELOW_z1.5_p0_s1,pop_category,2,1000,34.9230,0.16502,0.19482,0.24200,0.33500
phi_V100_ELOW_z1.5_p0_s1,pop_price,2,1000,34.3100,0.15757,0.18896,0.24000,0.33500
phi_V100_ELOW_z1.5_p0_s1,content_knn_1,2,1000,50.4370,0.02795,0.04577,0.05200,0.10800
phi_V100_ELOW_z1.5_p0_s1,content_knn_3,2,1000,50.9160,0.02598,0.04078,0.04900,0.09700
phi_V100_ELOW_z1.5_p0_s1,content_knn_5,2,1000,51.0650,0.02435,0.03878,0.04400,0.08900
phi_V100_ELOW_z1.5_p0_s1,last_item_nbhd,2,1000,49.8970,0.02971,0.04840,0.05000,0.10800
phi_V100_ELOW_z1.5_p0_s1,pop_scaled_content,2,1000,36.8380,0.15426,0.18199,0.22300,0.30900
phi_V100_ELOW_z1.5_p0_s1,co_purchase,2,1000,50.6070,0.02052,0.03607,0.03800,0.08600
phi_V100_ELOW_z1.5_p0_s1,lambda_hybrid_0.25,2,1000,37.1740,0.16111,0.19181,0.23300,0.32900
phi_V100_ELOW_z1.5_p0_s1,lambda_hybrid_0.5,2,1000,41.4300,0.13853,0.16388,0.19200,0.27100
phi_V100_ELOW_z1.5_p0_s1,lambda_hybrid_0.75,2,1000,45.2830,0.08748,0.10933,0.12200,0.19100
phi_V100_ELOW_z1.5_p0_s1,active_elic2,2,1000,,,,,
phi_V100_ELOW_z1.5_p0_s1,pop_global,3,992,34.8246,0.14940,0.18377,0.22379,0.32964
phi_V100_ELOW_z1.5_p0_s1,recency_pop_0.1,3,992,50.1724,0.06582,0.10261,0.10383,0.21573
phi_V100_ELOW_z1.5_p0_s1,recency_pop_0.5,3,992,49.9133,0.08310,0.11121,0.13508,0.22278
phi_V100_ELOW_z1.5_p0_s1,recency_pop_1.0,3,992,49.9365,0.08443,0.11312,0.13508,0.22480
phi_V100_ELOW_z1.5_p0_s1,pop_category,3,992,36.2944,0.14885,0.17330,0.22077,0.29738
phi_V100_ELOW_z1.5_p0_s1,pop_price,3,992,35.6421,0.14301,0.17317,0.22883,0.32157
phi_V100_ELOW_z1.5_p0_s1,content_knn_1,3,992,55.0806,0.03038,0.03999,0.05141,0.08165
phi_V100_ELOW_z1.5_p0_s1,content_knn_3,3,992,55.6351,0.01899,0.03366,0.03226,0.07863
phi_V100_ELOW_z1.5_p0_s1,content_knn_5,3,992,55.9113,0.02042,0.03443,0.03226,0.07560
phi_V100_ELOW_z1.5_p0_s1,last_item_nbhd,3,992,54.1038,0.02845,0.04107,0.05242,0.09173
phi_V100_ELOW_z1.5_p0_s1,pop_scaled_content,3,992,38.8448,0.13627,0.16623,0.20363,0.29738
phi_V100_ELOW_z1.5_p0_s1,co_purchase,3,992,55.7893,0.01061,0.01925,0.01915,0.04637
phi_V100_ELOW_z1.5_p0_s1,lambda_hybrid_0.25,3,992,40.7913,0.14961,0.17575,0.22581,0.30645
phi_V100_ELOW_z1.5_p0_s1,lambda_hybrid_0.5,3,992,45.7692,0.12005,0.13880,0.16835,0.22681
phi_V100_ELOW_z1.5_p0_s1,lambda_hybrid_0.75,3,992,49.9244,0.07582,0.09121,0.11089,0.15927
phi_V100_ELOW_z1.5_p0_s1,active_elic2,3,992,,,,,
phi_V100_ELOW_z1.5_p0_s1,pop_global,5,935,38.1080,0.13903,0.17548,0.21390,0.32727
phi_V100_ELOW_z1.5_p0_s1,recency_pop_0.1,5,935,45.2385,0.13548,0.16312,0.20000,0.28556
phi_V100_ELOW_z1.5_p0_s1,recency_pop_0.5,5,935,44.1615,0.13374,0.16984,0.19679,0.31016
phi_V100_ELOW_z1.5_p0_s1,recency_pop_1.0,5,935,44.2984,0.12961,0.16582,0.19358,0.30695
phi_V100_ELOW_z1.5_p0_s1,pop_category,5,935,39.0481,0.14412,0.17354,0.22567,0.31658
phi_V100_ELOW_z1.5_p0_s1,pop_price,5,935,38.9198,0.14241,0.16948,0.22246,0.30695
phi_V100_ELOW_z1.5_p0_s1,content_knn_1,5,935,57.2834,0.02449,0.03721,0.04171,0.08128
phi_V100_ELOW_z1.5_p0_s1,content_knn_3,5,935,57.7989,0.02355,0.03490,0.03636,0.07166
phi_V100_ELOW_z1.5_p0_s1,content_knn_5,5,935,57.6898,0.02334,0.03410,0.03529,0.06952
phi_V100_ELOW_z1.5_p0_s1,last_item_nbhd,5,935,56.6396,0.02872,0.04606,0.04599,0.09947
phi_V100_ELOW_z1.5_p0_s1,pop_scaled_content,5,935,41.5444,0.13210,0.16451,0.19893,0.29947
phi_V100_ELOW_z1.5_p0_s1,co_purchase,5,935,63.8941,0.01179,0.01989,0.02032,0.04599
phi_V100_ELOW_z1.5_p0_s1,lambda_hybrid_0.25,5,935,44.0770,0.13973,0.16725,0.21604,0.30160
phi_V100_ELOW_z1.5_p0_s1,lambda_hybrid_0.5,5,935,48.6257,0.11343,0.13135,0.16471,0.22139
phi_V100_ELOW_z1.5_p0_s1,lambda_hybrid_0.75,5,935,52.8449,0.07206,0.08802,0.09840,0.14866
phi_V100_ELOW_z1.5_p0_s1,active_elic2,5,935,,,,,
phi_V100_ELOW_z1.5_p0_s1,pop_global,8,666,42.0090,0.11902,0.16280,0.17868,0.31381
phi_V100_ELOW_z1.5_p0_s1,recency_pop_0.1,8,666,46.9715,0.13235,0.16635,0.19970,0.30480
phi_V100_ELOW_z1.5_p0_s1,recency_pop_0.5,8,666,44.4264,0.12933,0.16669,0.19219,0.30781
phi_V100_ELOW_z1.5_p0_s1,recency_pop_1.0,8,666,44.6246,0.11371,0.15938,0.16817,0.30781
phi_V100_ELOW_z1.5_p0_s1,pop_category,8,666,43.0721,0.13329,0.16167,0.21021,0.29730
phi_V100_ELOW_z1.5_p0_s1,pop_price,8,666,43.0150,0.11787,0.15321,0.18018,0.28829
phi_V100_ELOW_z1.5_p0_s1,content_knn_1,8,666,60.3018,0.01971,0.02906,0.03604,0.06456
phi_V100_ELOW_z1.5_p0_s1,content_knn_3,8,666,61.0495,0.02170,0.02650,0.03754,0.05255
